,PositionErr,LoopTimes,CurrTime
0,-169.0,0.01222987174987793,1709613821.1892414
1,0.0,0.012554996013641358,1709613821.2217672
2,0.0,0.012909679412841797,1709613821.2572494
3,0.0,0.01321699857711792,1709613821.2879941
4,0.0,0.013578581809997558,1709613821.324167
5,0.0,0.01393855333328247,1709613821.3601768
6,0.0,0.014260282516479492,1709613821.3923638
7,0.0,0.014618122577667236,1709613821.4281616
8,0.0,0.014975798130035401,1709613821.4639413
9,0.0,0.015333735942840576,1709613821.4997478
10,0.0,0.015653169155120848,1709613821.531703
11,0.0,0.01601201295852661,1709613821.5675995
12,0.0,0.0163718318939209,1709613821.603593
13,0.0,0.01670761585235596,1709613821.637183
14,0.0,0.01704935073852539,1709613821.6713684
15,0.0,0.017407550811767578,1709613821.7072036
16,0.0,0.01776853084564209,1709613821.7433155
17,0.0,0.01808967351913452,1709613821.775445
18,0.0,0.01844775438308716,1709613821.8112671
19,0.0,0.018807613849639894,1709613821.847266
20,0.0,0.019168226718902587,1709613821.8833401
21,0.0,0.01948817253112793,1709613821.9153473
22,0.0,0.019848270416259764,1709613821.9513698
23,0.0,0.02020709991455078,1709613821.9872656
24,0.0,0.020528976917266847,1709613822.0194666
25,0.0,0.02088930368423462,1709613822.0555115
26,0.0,0.021254572868347168,1709613822.0920513
27,0.0,0.02160749673843384,1709613822.1273558
28,0.0,0.021927106380462646,1709613822.1593297
29,0.0,0.022288272380828856,1709613822.1954591
30,0.0,0.022646269798278808,1709613822.2312713
31,0.0,0.022967846393585206,1709613822.263441
32,0.0,0.02332649230957031,1709613822.2993193
33,0.0,0.02368682861328125,1709613822.3353646
34,0.0,0.024008281230926513,1709613822.3675234
35,0.0,0.02436804533004761,1709613822.4035134
36,0.0,0.02472621440887451,1709613822.4393427
37,0.0,0.02508821725845337,1709613822.4755564
38,0.0,0.025446710586547853,1709613822.5114176
39,0.0,0.025767395496368407,1709613822.5434995
40,0.0,0.02612562656402588,1709613822.5793352
41,0.0,0.026487016677856447,1709613822.6154866
42,0.0,0.026804513931274414,1709613822.6472495
43,0.0,0.027164275646209716,1709613822.6832387
44,0.0,0.027524962425231933,1709613822.7193198
45,0.0,0.0278863787651062,1709613822.7554748
46,0.0,0.028206291198730468,1709613822.7874787
47,0.0,0.028564772605895995,1709613822.8233387
48,0.0,0.028925015926361083,1709613822.8593762
49,0.0,0.029244487285614015,1709613822.8913362
50,0.0,0.029606807231903075,1709613822.9275808
51,0.0,0.029965720176696777,1709613822.9634845
52,0.0,0.030284292697906494,1709613822.995355
53,0.0,0.03064558982849121,1709613823.0314963
54,0.0,0.031005451679229735,1709613823.067495
55,0.0,0.03136479139328003,1709613823.1034424
56,0.0,0.03172457695007324,1709613823.1394331
57,0.0,0.03204421997070313,1709613823.1714115
58,0.0,0.032405350208282474,1709613823.207537
59,0.0,0.03276496410369873,1709613823.2435098
60,0.0,0.03308334112167358,1709613823.2753603
61,0.0,0.03344284296035767,1709613823.3113236
62,0.0,0.033804600238800046,1709613823.347512
63,0.0,0.034163334369659425,1709613823.3833983
64,0.0,0.034482433795928955,1709613823.4153206
65,0.0,0.03484344005584717,1709613823.451434
66,0.0,0.03520370721817016,1709613823.4874752
67,0.0,0.03552407741546631,1709613823.5195246
68,-160.0,0.035884411334991456,1709613823.555573
69,-166.0,0.0362450098991394,1709613823.5916467
70,-162.0,0.03656439065933228,1709613823.6235971
71,-141.0,0.03692220449447632,1709613823.6593914
72,-150.0,0.03730175495147705,1709613823.6973615
73,-148.0,0.03764538288116455,1709613823.7317376
74,-151.0,0.03800234079360962,1709613823.7674468
75,-154.0,0.0383237624168396,1709613823.7996023
76,-159.0,0.03868454933166504,1709613823.8356946
77,-162.0,0.03904448270797729,1709613823.8717017
78,-166.0,0.03936087369918823,1709613823.903354
79,-171.0,0.03972143173217774,1709613823.9394236
80,-176.0,0.04008249044418335,1709613823.9755428
81,-181.0,0.04044774055480957,1709613824.012107
82,-187.0,0.04076133966445923,1709613824.0434804
83,-191.0,0.0411198353767395,1709613824.079344
84,-194.0,0.041479523181915286,1709613824.1153266
85,-198.0,0.04180178642272949,1709613824.147567
86,-203.0,0.04216070175170898,1709613824.1834722
87,-207.0,0.04252082586288452,1709613824.2194982
88,-212.0,0.04284111499786377,1709613824.2515404
89,-214.0,0.043202283382415774,1709613824.2876709
90,-215.0,0.043560893535614015,1709613824.3235457
91,-217.0,0.04391955137252808,1709613824.3594253
92,-216.0,0.04424092054367065,1709613824.3915753
93,-211.0,0.044599282741546634,1709613824.427424
94,-206.0,0.044960217475891115,1709613824.4635305
95,-202.0,0.04532762289047241,1709613824.5002847
96,-195.0,0.04564049482345581,1709613824.5315855
97,-186.0,0.04599983692169189,1709613824.567533
98,-176.0,0.04636052846908569,1709613824.6036153
99,-166.0,0.046686813831329346,1709613824.6362557
100,-153.0,0.034810616970062255,1709613824.6716375
101,-141.0,0.03484757423400879,1709613824.7078593
102,-233.0,0.034849743843078616,1709613824.7435577
