,PositionErr,LoopTimes,CurrTime
0,0.0,0.013347573280334472,1701923452.9494243
1,0.0,0.016386101245880125,1701923453.305265
2,0.0,0.01938284397125244,1701923453.6628008
3,0.0,0.02238978385925293,1701923454.0108023
4,0.0,0.02509049892425537,1701923454.3490121
5,0.0,0.028199899196624755,1701923454.7138839
6,0.0,0.03098588466644287,1701923455.0617454
7,0.0,0.03374284267425537,1701923455.4105232
8,0.0,0.0366074013710022,1701923455.761878
9,0.0,0.039416100978851315,1701923456.1113853
10,0.0,0.028828017711639405,1701923456.459285
