,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib
0,-1.0,1.6289780139923096,-0.015347045684631336,0.0,1709853873.4971554,0.0,0.0,0.0
1,0.0,0.004361629486083984,0.0,0.0,1709853873.501517,0.0,0.0,0.0
2,0.0,0.005370616912841797,0.0,0.0,1709853873.5068877,0.0,0.0,0.0
3,0.0,0.004802703857421875,0.0,0.0,1709853873.5116904,0.0,0.0,0.0
4,0.0,0.0041561126708984375,0.0,0.0,1709853873.5158465,0.0,0.0,0.0
5,0.0,0.032820940017700195,0.0,0.0,1709853873.5486674,0.0,0.0,0.0
6,0.0,0.02934885025024414,0.0,0.0,1709853873.5780163,0.0,0.0,0.0
7,0.0,0.03571319580078125,0.0,0.0,1709853873.6137295,0.0,0.0,0.0
8,0.0,0.04159951210021973,0.0,0.0,1709853873.655329,0.0,0.0,0.0
9,0.0,0.03338503837585449,0.0,0.0,1709853873.688714,0.0,0.0,0.0
10,0.0,0.02907848358154297,0.0,0.0,1709853873.7177925,0.0,0.0,0.0
11,0.0,0.036548614501953125,0.0,0.0,1709853873.7543411,0.0,0.0,0.0
12,0.0,0.03580665588378906,0.0,0.0,1709853873.7901478,0.0,0.0,0.0
13,0.0,0.03981828689575195,0.0,0.0,1709853873.829966,0.0,0.0,0.0
14,0.0,0.03473067283630371,0.0,0.0,1709853873.8646967,0.0,0.0,0.0
15,0.0,0.034776926040649414,0.0,0.0,1709853873.8994737,0.0,0.0,0.0
16,0.0,0.03683829307556152,0.0,0.0,1709853873.936312,0.0,0.0,0.0
17,0.0,0.03458833694458008,0.0,0.0,1709853873.9709003,0.0,0.0,0.0
18,0.0,0.0308074951171875,0.0,0.0,1709853874.0017078,0.0,0.0,0.0
19,0.0,0.040433406829833984,0.0,0.0,1709853874.0421412,0.0,0.0,0.0
20,0.0,0.034815311431884766,0.0,0.0,1709853874.0769565,0.0,0.0,0.0
21,0.0,0.035405874252319336,0.0,0.0,1709853874.1123624,0.0,0.0,0.0
22,0.0,0.03308558464050293,0.0,0.0,1709853874.145448,0.0,0.0,0.0
23,0.0,0.03566765785217285,0.0,0.0,1709853874.1811156,0.0,0.0,0.0
24,0.0,0.03247666358947754,0.0,0.0,1709853874.2135923,0.0,0.0,0.0
25,0.0,0.03786134719848633,0.0,0.0,1709853874.2514536,0.0,0.0,0.0
26,0.0,0.032863616943359375,0.0,0.0,1709853874.2843173,0.0,0.0,0.0
27,0.0,0.033910274505615234,0.0,0.0,1709853874.3182275,0.0,0.0,0.0
28,0.0,0.03869438171386719,0.0,0.0,1709853874.356922,0.0,0.0,0.0
