,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib
0,-1.0,1.6587677001953125,-0.015071429228490741,0.0,1709851945.9903429,0.0,0.0,0.0
1,0.0,0.004886627197265625,0.0,0.0,1709851945.9952295,0.0,0.0,0.0
2,0.0,0.0046007633209228516,0.0,0.0,1709851945.9998302,0.0,0.0,0.0
3,0.0,0.00530552864074707,0.0,0.0,1709851946.0051358,0.0,0.0,0.0
4,0.0,0.004969358444213867,0.0,0.0,1709851946.0101051,0.0,0.0,0.0
5,0.0,0.025485515594482422,0.0,0.0,1709851946.0355906,0.0,0.0,0.0
6,0.0,0.04344677925109863,0.0,0.0,1709851946.0790374,0.0,0.0,0.0
7,0.0,0.0297238826751709,0.0,0.0,1709851946.1087613,0.0,0.0,0.0
8,0.0,0.0314028263092041,0.0,0.0,1709851946.1401641,0.0,0.0,0.0
9,0.0,0.03611135482788086,0.0,0.0,1709851946.1762755,0.0,0.0,0.0
10,0.0,0.03675985336303711,0.0,0.0,1709851946.2130353,0.0,0.0,0.0
11,0.0,0.03261232376098633,0.0,0.0,1709851946.2456477,0.0,0.0,0.0
12,0.0,0.03415846824645996,0.0,0.0,1709851946.2798061,0.0,0.0,0.0
13,0.0,0.03630685806274414,0.0,0.0,1709851946.316113,0.0,0.0,0.0
14,0.0,0.040781259536743164,0.0,0.0,1709851946.3568943,0.0,0.0,0.0
15,0.0,0.030896663665771484,0.0,0.0,1709851946.387791,0.0,0.0,0.0
16,0.0,0.04154205322265625,0.0,0.0,1709851946.429333,0.0,0.0,0.0
17,0.0,0.031546831130981445,0.0,0.0,1709851946.4608798,0.0,0.0,0.0
18,0.0,0.03532218933105469,0.0,0.0,1709851946.496202,0.0,0.0,0.0
19,0.0,0.03452777862548828,0.0,0.0,1709851946.5307298,0.0,0.0,0.0
20,0.0,0.041982173919677734,0.0,0.0,1709851946.572712,0.0,0.0,0.0
21,0.0,0.03527259826660156,0.0,0.0,1709851946.6079845,0.0,0.0,0.0
22,0.0,0.03395271301269531,0.0,0.0,1709851946.6419373,0.0,0.0,0.0
23,0.0,0.024422883987426758,0.0,0.0,1709851946.6663601,0.0,0.0,0.0
24,0.0,0.03403520584106445,0.0,0.0,1709851946.7003953,0.0,0.0,0.0
25,0.0,0.0355072021484375,0.0,0.0,1709851946.7359025,0.0,0.0,0.0
26,0.0,0.03843545913696289,0.0,0.0,1709851946.774338,0.0,0.0,0.0
27,0.0,0.03958320617675781,0.0,0.0,1709851946.8139212,0.0,0.0,0.0
28,0.0,0.0375521183013916,0.0,0.0,1709851946.8514733,0.0,0.0,0.0
29,0.0,0.031099319458007812,0.0,0.0,1709851946.8825727,0.0,0.0,0.0
30,0.0,0.036813974380493164,0.0,0.0,1709851946.9193866,0.0,0.0,0.0
31,0.0,0.03680872917175293,0.0,0.0,1709851946.9561954,0.0,0.0,0.0
32,0.0,0.03066253662109375,0.0,0.0,1709851946.986858,0.0,0.0,0.0
33,0.0,0.03919649124145508,0.0,0.0,1709851947.0260544,0.0,0.0,0.0
34,0.0,0.028998613357543945,0.0,0.0,1709851947.055053,0.0,0.0,0.0
35,0.0,0.033394575119018555,0.0,0.0,1709851947.0884476,0.0,0.0,0.0
36,0.0,0.04207563400268555,0.0,0.0,1709851947.1305232,0.0,0.0,0.0
37,0.0,0.03512907028198242,0.0,0.0,1709851947.1656523,0.0,0.0,0.0
38,0.0,0.03271770477294922,0.0,0.0,1709851947.19837,0.0,0.0,0.0
39,0.0,0.03671526908874512,0.0,0.0,1709851947.2350852,0.0,0.0,0.0
40,0.0,0.03159642219543457,0.0,0.0,1709851947.2666817,0.0,0.0,0.0
41,0.0,0.03453254699707031,0.0,0.0,1709851947.3012142,0.0,0.0,0.0
