,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib,KwContrib
0,0,1.7857000827789307,0.0,0.0,1710114576.9435604,0.0,0.0,0.0,0.0
1,0,0.02092456817626953,0.0,0.0,1710114576.964485,0.0,0.0,0.0,0.0
2,0,0.04209256172180176,0.0,-16.0,1710114577.0065775,-64.0,-0.0,-0.0,0.0
3,10,0.0843803882598877,2.9627737576889497,-15.0,1710114577.0909579,-60.0,-0.0,0.0,0.0
4,14,0.06252861022949219,5.597437696367019,-13.0,1710114577.1534865,-52.0,-0.0,0.0,0.0
5,15,0.0626683235168457,5.983884344683279,-7.0,1710114577.2161548,-28.0,-0.0,0.0,0.0
6,11,0.06309199333190918,4.358714719208546,-9.0,1710114577.2792468,-36.0,-0.0,-0.0,0.0
7,9,0.08447051048278809,2.663651476876614,-13.0,1710114577.3637173,-52.0,-0.0,-0.0,0.0
8,10,0.06244969367980957,4.003222198043011,-5.0,1710114577.426167,-20.0,-0.0,0.0,0.0
9,11,0.06265068054199219,4.38941760282522,-4.0,1710114577.4888177,-16.0,-0.0,0.0,0.0
10,4,0.08444046974182129,1.1842662683634084,-4.0,1710114577.5732582,-16.0,-0.0,0.0,0.0
11,2,0.0631875991821289,0.7912945047315755,-4.0,1710114577.6364458,-16.0,-0.0,0.0,0.0
12,3,0.06220388412475586,1.205712489747108,-4.0,1710114577.6986496,-16.0,-0.0,0.0,0.0
13,3,0.08448100090026855,0.887773572765064,-2.0,1710114577.7831306,-8.0,-0.0,0.0,0.0
14,2,0.06292533874511719,0.7945924646115607,-2.0,1710114577.846056,-8.0,-0.0,0.0,0.0
15,1,0.062496185302734375,0.40002441555270707,-2.0,1710114577.9085522,-8.0,-0.0,0.0,0.0
16,0,0.06250834465026855,0.0,-2.0,1710114577.9710605,-8.0,-0.0,0.0,0.0
17,0,0.0629265308380127,0.0,-1.0,1710114578.033987,-4.0,-0.0,0.0,0.0
18,0,0.08411312103271484,0.0,0.0,1710114578.1181002,0.0,-0.0,0.0,0.0
19,0,0.06307792663574219,0.0,1.0,1710114578.181178,4.0,-0.0,0.0,0.0
20,-1,0.08446741104125977,-0.2959721351917399,3.0,1710114578.2656455,12.0,-0.0,0.0,-0.0
21,-1,0.06277227401733398,-0.3982650045957628,3.0,1710114578.3284178,12.0,-0.0,0.0,-0.0
22,-1,0.062103986740112305,-0.40255064629937465,2.0,1710114578.3905218,8.0,-0.0,-0.0,-0.0
23,-1,0.08474540710449219,-0.29500123787445703,1.0,1710114578.4752672,4.0,-0.0,-0.0,-0.0
24,-1,0.0631401538848877,-0.39594455290017333,0.0,1710114578.5384073,0.0,-0.0,-0.0,-0.0
25,0,0.06268548965454102,0.0,-2.0,1710114578.6010928,-8.0,-0.0,-0.0,0.0
26,1,0.0625450611114502,0.39971181666050404,-3.0,1710114578.6636379,-12.0,-0.0,-0.0,0.0
27,2,0.08402466773986816,0.5950633468113783,-3.0,1710114578.7476625,-12.0,-0.0,0.0,0.0
28,1,0.06269097328186035,0.39878149422883113,-2.0,1710114578.8103535,-8.0,-0.0,0.0,0.0
29,1,0.0630042552947998,0.39679859531747264,-3.0,1710114578.8733578,-12.0,-0.0,-0.0,0.0
30,1,0.08404374122619629,0.29746414944468874,-4.0,1710114578.9574015,-16.0,-0.0,-0.0,0.0
31,2,0.06310510635375977,0.7923289078970236,-4.0,1710114579.0205066,-16.0,-0.0,0.0,0.0
32,2,0.06279492378234863,0.7962427054343327,-3.0,1710114579.0833015,-12.0,-0.0,0.0,0.0
33,2,0.08400797843933105,0.5951815640476225,-3.0,1710114579.1673095,-12.0,-0.0,0.0,0.0
34,1,0.0628058910369873,0.39805183219639595,-4.0,1710114579.2301154,-16.0,-0.0,-0.0,0.0
35,1,0.06259942054748535,0.39936471905576226,-4.0,1710114579.2927148,-16.0,-0.0,0.0,0.0
36,1,0.06299161911010742,0.3968781935308055,-3.0,1710114579.3557065,-12.0,-0.0,0.0,0.0
37,1,0.08396196365356445,0.2977538746372408,-3.0,1710114579.4396684,-12.0,-0.0,0.0,0.0
38,1,0.06319546699523926,0.39559799442392507,-2.0,1710114579.502864,-8.0,-0.0,0.0,0.0
39,0,0.06233096122741699,0.0,-2.0,1710114579.5651948,-8.0,-0.0,0.0,0.0
40,0,0.0845785140991211,0.0,-3.0,1710114579.6497734,-12.0,-0.0,-0.0,0.0
41,1,0.06262707710266113,0.39918835680322223,-3.0,1710114579.7124004,-12.0,-0.0,0.0,0.0
42,1,0.06261634826660156,0.3992567546985897,-3.0,1710114579.7750168,-12.0,-0.0,0.0,0.0
43,1,0.08402037620544434,0.2975468705218682,-2.0,1710114579.8590372,-8.0,-0.0,0.0,0.0
44,0,0.06344246864318848,0.0,-2.0,1710114579.9224796,-8.0,-0.0,0.0,0.0
