,DeltEncoder,LoopTimes,CurrRpm,ChangeInRpm,SetRpm,CurrTime,PWMReq
0,-1.0,1.9871885776519775,-0.012580587610633059,156.01258058761064,156.0,1706828504.7084942,178.01258058761064
1,0.0,0.004809141159057617,0.0,162.0,162.0,1706828504.7133033,184.0
2,0.0,0.0036399364471435547,0.0,162.0,162.0,1706828504.7169433,184.0
3,0.0,0.0033998489379882812,0.0,-0.0,-0.0,1706828504.720343,0.0
4,0.0,0.0032792091369628906,0.0,-0.0,-0.0,1706828504.7236223,0.0
5,0.0,0.04333853721618652,0.0,-0.0,-0.0,1706828504.7669609,0.0
6,0.0,0.041494131088256836,0.0,-0.0,-0.0,1706828504.808455,0.0
7,0.0,0.034029245376586914,0.0,-0.0,-0.0,1706828504.8424842,0.0
8,0.0,0.037496328353881836,0.0,-0.0,-0.0,1706828504.8799806,0.0
9,0.0,0.03325033187866211,0.0,-0.0,-0.0,1706828504.913231,0.0
10,0.0,0.03598618507385254,0.0,-0.0,-0.0,1706828504.949217,0.0
11,0.0,0.03598618507385254,0.0,-0.0,-0.0,1706828504.9852033,0.0
12,0.0,0.03624558448791504,0.0,-0.0,-0.0,1706828505.0214489,0.0
13,0.0,0.043149471282958984,0.0,-0.0,-0.0,1706828505.0645983,0.0
14,0.0,0.023497581481933594,0.0,-0.0,-0.0,1706828505.088096,0.0
15,0.0,0.0370175838470459,0.0,-0.0,-0.0,1706828505.1251135,0.0
16,0.0,0.0367279052734375,0.0,-0.0,-0.0,1706828505.1618414,0.0
17,0.0,0.0324254035949707,0.0,-0.0,-0.0,1706828505.1942668,0.0
18,0.0,0.036252737045288086,0.0,-0.0,-0.0,1706828505.2305195,0.0
19,0.0,0.033263444900512695,0.0,-0.0,-0.0,1706828505.263783,0.0
20,0.0,0.037194013595581055,0.0,-0.0,-0.0,1706828505.300977,0.0
21,0.0,0.0322725772857666,0.0,-0.0,-0.0,1706828505.3332496,0.0
22,0.0,0.03724503517150879,0.0,-0.0,-0.0,1706828505.3704946,0.0
23,0.0,0.03302121162414551,0.0,-0.0,-0.0,1706828505.4035158,0.0
24,0.0,0.03889966011047363,0.0,-0.0,-0.0,1706828505.4424155,0.0
25,0.0,0.031178712844848633,0.0,-0.0,-0.0,1706828505.4735942,0.0
26,0.0,0.03341484069824219,0.0,-0.0,-0.0,1706828505.507009,0.0
27,0.0,0.038260459899902344,0.0,-0.0,-0.0,1706828505.5452695,0.0
28,0.0,0.03630328178405762,0.0,-0.0,-0.0,1706828505.5815728,0.0
