,DeltEncoder,LoopTimess,CurrRpm,ChangeInRpm,SetRpm
0,34.0,0.020903348922729492,40.66334074707727,-0.663340747077271,40
1,35.0,0.020731687545776367,42.20592260364556,-2.2059226036455613,40
2,33.0,0.020848751068115234,39.57071564165314,0.4292843583468624,40
3,32.0,0.02086329460144043,38.3448546973385,1.6551453026615022,40
4,34.0,0.020834684371948242,40.79735429754998,-0.7973542975499797,40
5,34.0,0.020840167999267578,40.78661937993365,-0.7866193799336472,40
6,33.0,0.020802974700927734,39.657789900749535,0.3422100992504653,40
7,33.0,0.020853281021118164,39.56211970502487,0.43788029497513037,40
8,36.0,0.020845413208007812,43.174965687620094,-3.1749656876200945,40
9,35.0,0.020636320114135742,42.40097048119693,-2.4009704811969286,40
10,33.0,0.021200180053710938,38.91476383265857,1.085236167341428,40
11,34.0,0.02114725112915039,40.1943493652619,-0.19434936526189972,40
12,35.0,0.020960330963134766,41.745524034852245,-1.7455240348522452,40
13,34.0,0.021090269088745117,40.302947128048025,-0.30294712804802515,40
14,33.0,0.02118968963623047,38.93402943426797,1.0659705657320302,40
15,35.0,0.021016359329223633,41.63423294648833,-1.634232946488332,40
16,36.0,0.02115154266357422,42.55008792100636,-2.5500879210063587,40
17,33.0,0.021111011505126953,39.079131750728436,0.9208682492715639,40
18,33.0,0.021064281463623047,39.16582682512733,0.8341731748726673,40
19,34.0,0.021158456802368164,40.17306214434616,-0.17306214434616152,40
20,33.0,0.02080225944519043,39.65915347675098,0.3408465232490201,40
21,33.0,0.020891666412353516,39.48943007783078,0.5105699221692177,40
22,33.0,0.0207674503326416,39.7256276907181,0.27437230928190104,40
23,35.0,0.020837068557739258,41.99247113745323,-1.9924711374532293,40
24,34.0,0.020818471908569336,40.829125390808414,-0.8291253908084144,40
25,33.0,0.02086663246154785,39.53680602369717,0.46319397630283277,40
26,34.0,0.02086806297302246,40.732098666697134,-0.7320986666971336,40
27,34.0,0.02090907096862793,40.65221268201462,-0.6522126820146212,40
28,33.0,0.020831823348999023,39.6028703862661,0.39712961373390243,40
29,33.0,0.0207974910736084,39.66824638030058,0.33175361969941974,40
30,34.0,0.02112746238708496,40.23199684026407,-0.23199684026406686,40
31,34.0,0.021157026290893555,40.175778406337685,-0.1757784063376846,40
32,33.0,0.021161556243896484,38.985790576624076,1.0142094233759238,40
33,33.0,0.021114587783813477,39.072512731337724,0.9274872686622757,40
34,33.0,0.021089792251586914,39.118450772691816,0.8815492273081844,40
35,34.0,0.021156787872314453,40.17623115238117,-0.17623115238117038,40
36,32.0,0.02118825912475586,37.75675931135366,2.2432406886463383,40
37,33.0,0.021175622940063477,38.95989281331277,1.04010718668723,40
38,35.0,0.021186351776123047,41.300173302423985,-1.3001733024239854,40
39,34.0,0.0211641788482666,40.162200768286226,-0.1622007682862261,40
40,33.0,0.02120661735534668,38.90295119565584,1.097048804344162,40
41,34.0,0.020731210708618164,41.00098213977666,-1.00098213977666,40
42,34.0,0.020609617233276367,41.2428814363222,-1.2428814363222003,40
43,33.0,0.020865678787231445,39.53861306946079,0.46138693053921287,40
44,33.0,0.020990371704101562,39.30373466606088,0.6962653339391167,40
45,35.0,0.020729780197143555,42.20980597375413,-2.209805973754129,40
46,34.0,0.02087712287902832,40.7144224290527,-0.7144224290527035,40
47,32.0,0.020900487899780273,38.27661841369791,1.7233815863020894,40
48,33.0,0.020786285400390625,39.68963112497706,0.3103688750229381,40
49,34.0,0.020839929580688477,40.78708599800936,-0.7870859980093599,40
50,33.0,0.020781278610229492,39.69919346511708,0.3008065348829234,40
51,32.0,0.021029949188232422,38.04098587397683,1.9590141260231704,40
52,34.0,0.021195173263549805,40.10347023026131,-0.10347023026130842,40
53,35.0,0.021157026290893555,41.35741894770056,-1.357418947700559,40
54,33.0,0.021162986755371094,38.983155333243204,1.0168446667567963,40
55,34.0,0.021188974380493164,40.115202592463405,-0.11520259246340459,40
56,34.0,0.02111959457397461,40.246984714727596,-0.24698471472759564,40
57,34.0,0.0212247371673584,40.04761016815879,-0.0476101681587906,40
58,34.0,0.021214723587036133,40.06651307582518,-0.06651307582517774,40
59,33.0,0.021127939224243164,39.0478215240868,0.9521784759132004,40
60,34.0,0.021172761917114258,40.14591971172794,-0.1459197117279416,40
61,35.0,0.020846128463745117,41.97422084977412,-1.9742208497741203,40
62,34.0,0.02209758758544922,38.46573734409391,1.5342626559060903,40
63,34.0,0.020848512649536133,40.77029447081022,-0.7702944708102208,40
64,34.0,0.02077174186706543,40.920978386878325,-0.9209783868783248,40
65,34.0,0.020841121673583984,40.784753014391285,-0.7847530143912849,40
66,33.0,0.020807504653930664,39.6491560963872,0.35084390361279816,40
67,34.0,0.020791292190551758,40.88249985665959,-0.8824998566595923,40
68,34.0,0.020822763442993164,40.82071058085348,-0.8207105808534791,40
69,34.0,0.020801544189453125,40.862350999449845,-0.8623509994498448,40
70,32.0,0.020809173583984375,38.44458295142071,1.5554170485792866,40
71,34.0,0.021209239959716797,40.076872231839744,-0.07687223183974368,40
72,34.0,0.021159648895263672,40.170798873239434,-0.1707988732394341,40
73,32.0,0.021121978759765625,37.875239299259526,2.124760700740474,40
74,33.0,0.02115035057067871,39.006445649355776,0.9935543506442244,40
75,34.0,0.020977497100830078,40.51960993794467,-0.5196099379446721,40
76,34.0,0.021117687225341797,40.25061982071488,-0.2506198207148813,40
77,33.0,0.021132230758666992,39.0398916906414,0.9601083093586027,40
78,33.0,0.02120184898376465,38.911700608364164,1.0882993916358359,40
79,34.0,0.02116680145263672,40.157224600135166,-0.15722460013516582,40
80,33.0,0.021155118942260742,38.99765358217534,1.0023464178246613,40
81,33.0,0.02089834213256836,39.47681566157848,0.5231843384215225,40
82,35.0,0.020761489868164062,42.14533762057878,-2.145337620578779,40
83,34.0,0.020888090133666992,40.69304539384324,-0.6930453938432422,40
84,33.0,0.02083134651184082,39.60377691048722,0.3962230895127803,40
85,34.0,0.020900249481201172,40.669370993132716,-0.6693709931327163,40
86,35.0,0.02078104019165039,42.105688258644825,-2.1056882586448253,40
87,34.0,0.020825624465942383,40.81510263426026,-0.8151026342602634,40
88,32.0,0.020843029022216797,38.382137219464205,1.6178627805357948,40
89,34.0,0.0208740234375,40.72046783625731,-0.7204678362573134,40
90,35.0,0.02081608772277832,42.03479595459804,-2.0347959545980387,40
91,33.0,0.021129369735717773,39.04517788835855,0.9548221116414481,40
92,34.0,0.02121448516845703,40.06696336255338,-0.06696336255338053,40
93,35.0,0.021210193634033203,41.2537487916189,-1.2537487916188965,40
94,34.0,0.02128911018371582,39.92651607628817,0.07348392371182655,40
95,33.0,0.021196603775024414,38.92132950902649,1.0786704909735079,40
96,32.0,0.02115321159362793,37.81931629904309,2.180683700956912,40
97,35.0,0.021226882934570312,41.2213136849672,-1.2213136849671997,40
98,34.0,0.021109580993652344,40.26607634967247,-0.26607634967246696,40
99,33.0,0.021157264709472656,38.9936984448952,1.0063015551047982,40
100,34.0,0.02119278907775879,40.107981865022666,-0.1079818650226656,40
101,34.0,0.021047353744506836,40.38512443502985,-0.3851244350298515,40
102,33.0,0.020837783813476562,39.59154233409611,0.40845766590388877,40
103,33.0,0.020875215530395508,39.52055004168713,0.47944995831286974,40
104,34.0,0.02081465721130371,40.836608134886546,-0.8366081348865464,40
105,34.0,0.02089071273803711,40.68793681952021,-0.6879368195202105,40
106,33.0,0.020795106887817383,39.67279439584504,0.3272056041549618,40
107,33.0,0.020812511444091797,39.63961784315073,0.3603821568492691,40
108,34.0,0.020772933959960938,40.918630061518684,-0.9186300615186838,40
109,34.0,0.020859479904174805,40.74885873975609,-0.7488587397560877,40
110,33.0,0.02076244354248047,39.73520738597217,0.26479261402783294,40
111,32.0,0.021183013916015625,37.76610840986854,2.2338915901314635,40
112,34.0,0.02118968963623047,40.11384850803366,-0.1138485080336622,40
113,34.0,0.02121281623840332,40.07011565306329,-0.07011565306329004,40
114,33.0,0.02122211456298828,38.87454275827978,1.1254572417202198,40
115,34.0,0.02132272720336914,39.8635686651609,0.1364313348391022,40
116,34.0,0.02107691764831543,40.32847754035497,-0.32847754035496735,40
117,33.0,0.021205902099609375,38.904263356718836,1.095736643281164,40
118,32.0,0.021103620529174805,37.90818731288482,2.09181268711518,40
119,34.0,0.02120232582092285,40.08994141393696,-0.08994141393696253,40
120,35.0,0.02112603187561035,41.41809522734711,-1.4180952273471092,40
121,33.0,0.02121901512145996,38.880221126080066,1.119778873919934,40
