,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib
0,-1.0,1.6217312812805176,-0.015415624208876344,0.0,1709852007.793157,0.0,0.0,0.0
1,0.0,0.007396221160888672,0.0,0.0,1709852007.8005533,0.0,0.0,0.0
2,0.0,0.004213094711303711,0.0,0.0,1709852007.8047664,0.0,0.0,0.0
3,0.0,0.006265878677368164,0.0,0.0,1709852007.8110323,0.0,0.0,0.0
4,0.0,0.004200935363769531,0.0,0.0,1709852007.8152332,0.0,0.0,0.0
5,0.0,0.024179697036743164,0.0,0.0,1709852007.839413,0.0,0.0,0.0
6,0.0,0.042755842208862305,0.0,0.0,1709852007.8821688,0.0,0.0,0.0
7,0.0,0.032498836517333984,0.0,0.0,1709852007.9146676,0.0,0.0,0.0
8,0.0,0.03126263618469238,0.0,0.0,1709852007.9459302,0.0,0.0,0.0
9,0.0,0.04049086570739746,0.0,0.0,1709852007.986421,0.0,0.0,0.0
10,0.0,0.029309749603271484,0.0,0.0,1709852008.0157309,0.0,0.0,0.0
11,0.0,0.04428839683532715,0.0,0.0,1709852008.0600193,0.0,0.0,0.0
12,0.0,0.02631545066833496,0.0,0.0,1709852008.0863347,0.0,0.0,0.0
13,0.0,0.034508466720581055,0.0,0.0,1709852008.1208432,0.0,0.0,0.0
14,0.0,0.041327476501464844,0.0,0.0,1709852008.1621706,0.0,0.0,0.0
15,0.0,0.0364680290222168,0.0,0.0,1709852008.1986387,0.0,0.0,0.0
16,0.0,0.035761356353759766,0.0,0.0,1709852008.2344,0.0,0.0,0.0
17,0.0,0.03658008575439453,0.0,0.0,1709852008.2709801,0.0,0.0,0.0
18,0.0,0.027501583099365234,0.0,0.0,1709852008.2984817,0.0,0.0,0.0
19,0.0,0.03783679008483887,0.0,0.0,1709852008.3363185,0.0,0.0,0.0
20,0.0,0.03384804725646973,0.0,0.0,1709852008.3701665,0.0,0.0,0.0
21,0.0,0.03634023666381836,0.0,0.0,1709852008.4065068,0.0,0.0,0.0
22,0.0,0.031362056732177734,0.0,0.0,1709852008.4378688,0.0,0.0,0.0
23,0.0,0.03672337532043457,0.0,0.0,1709852008.4745922,0.0,0.0,0.0
24,0.0,0.035898685455322266,0.0,0.0,1709852008.510491,0.0,0.0,0.0
25,0.0,0.03483986854553223,0.0,0.0,1709852008.5453308,0.0,0.0,0.0
26,0.0,0.03820943832397461,0.0,0.0,1709852008.5835402,0.0,0.0,0.0
27,0.0,0.030923843383789062,0.0,0.0,1709852008.614464,0.0,0.0,0.0
28,0.0,0.0362088680267334,0.0,0.0,1709852008.650673,0.0,0.0,0.0
29,0.0,0.03564596176147461,0.0,0.0,1709852008.6863189,0.0,0.0,0.0
30,0.0,0.035201072692871094,0.0,0.0,1709852008.72152,0.0,0.0,0.0
31,0.0,0.030858516693115234,0.0,0.0,1709852008.7523785,0.0,0.0,0.0
32,0.0,0.03849029541015625,0.0,0.0,1709852008.7908688,0.0,0.0,0.0
33,0.0,0.03258657455444336,0.0,0.0,1709852008.8234553,0.0,0.0,0.0
34,0.0,0.03419232368469238,0.0,0.0,1709852008.8576477,0.0,0.0,0.0
35,0.0,0.03986382484436035,0.0,0.0,1709852008.8975115,0.0,0.0,0.0
36,0.0,0.030180692672729492,0.0,0.0,1709852008.9276922,0.0,0.0,0.0
37,0.0,0.037918806076049805,0.0,0.0,1709852008.965611,0.0,0.0,0.0
38,0.0,0.03584456443786621,0.0,0.0,1709852009.0014555,0.0,0.0,0.0
39,0.0,0.03264427185058594,0.0,0.0,1709852009.0340998,0.0,0.0,0.0
40,0.0,0.03997063636779785,0.0,0.0,1709852009.0740705,0.0,0.0,0.0
41,0.0,0.02907538414001465,0.0,0.0,1709852009.1031458,0.0,0.0,0.0
