,CurrEncVal,DeltEncVal,CurrTime,DeltTime,CurrRpm,DeltRpm,SetRpm,PWMEst
0,0.0,0.0,1701288210.5376096,0.2719845771789551,-91.91697654073594,121.91697654073594,30,122.52777059320503
1,0.0,0.0,1701288210.738225,0.20061540603637695,0.0,30.0,30,30.149080830234592
2,0.0,0.0,1701288210.9392502,0.20102524757385254,0.0,30.0,30,30.15
3,0.0,0.0,1701288211.140341,0.20109081268310547,0.0,30.0,30,30.15
4,0.0,0.0,1701288211.3414679,0.2011268138885498,0.0,30.0,30,30.15
5,0.0,0.0,1701288211.5425327,0.2010648250579834,0.0,30.0,30,30.15
6,0.0,0.0,1701288211.7435973,0.2010645866394043,0.0,30.0,30,30.15
7,0.0,0.0,1701288211.9446604,0.2010631561279297,0.0,30.0,30,30.15
8,0.0,0.0,1701288212.1454048,0.2007443904876709,0.0,30.0,30,30.15
9,0.0,0.0,1701288212.346449,0.20104408264160156,0.0,30.0,30,30.15
10,0.0,0.0,1701288212.5474913,0.20104241371154785,0.0,30.0,30,30.15
11,0.0,0.0,1701288212.7485151,0.20102381706237793,0.0,30.0,30,30.15
12,0.0,0.0,1701288212.9498813,0.20136618614196777,0.0,30.0,30,30.15
13,0.0,0.0,1701288213.1507149,0.20083355903625488,0.0,30.0,30,30.15
14,0.0,0.0,1701288213.3519733,0.20125842094421387,0.0,30.0,30,30.15
15,0.0,0.0,1701288213.5529058,0.20093250274658203,0.0,30.0,30,30.15
16,0.0,0.0,1701288213.7536042,0.2006983757019043,0.0,30.0,30,30.15
17,0.0,0.0,1701288213.9546232,0.2010190486907959,0.0,30.0,30,30.15
18,0.0,0.0,1701288214.1557055,0.2010822296142578,0.0,30.0,30,30.15
19,0.0,0.0,1701288214.3567908,0.20108532905578613,0.0,30.0,30,30.15
20,0.0,0.0,1701288214.5579436,0.20115280151367188,0.0,30.0,30,30.15
