,CurrEncVal,DeltEncVal,CurrTime,DeltTime,CurrRpm,DeltRpm,SetRpm,PWMEst
0,167.0,2.0,1701643541.7590353,0.020770788192749023,2.4072268965438077,-27.592773103456192,30,-63.46337813794925
1,77.0,-90.0,1701643541.7800322,0.020996809005737305,-107.15914020007494,-137.15914020007494,30,-288.16292945011213
2,80.0,3.0,1701643541.8008754,0.0208432674407959,3.5982842043855734,-26.401715795614425,30,74.71609145619593
3,85.0,5.0,1701643541.82203,0.02115464210510254,5.908868577353514,-24.091131422646484,30,-31.006248314746767
4,86.0,1.0,1701643541.8429093,0.020879268646240234,1.1973599470162377,-28.80264005298376,30,-44.40480513997311
5,89.0,3.0,1701643541.8642437,0.021334409713745117,3.5154476269235495,-26.48455237307645,30,-34.66893850771295
6,90.0,1.0,1701643541.88485,0.020606279373168945,1.2132224137731549,-28.786777586226844,30,-42.55501822050263
7,90.0,0.0,1701643541.9060717,0.021221637725830078,0.0,-30.0,30,-43.34865584164497
8,90.0,0.0,1701643541.9268868,0.020815134048461914,0.0,-30.0,30,-42.447660438598746
9,91.0,1.0,1701643541.9480662,0.0211794376373291,1.1803901703195885,-28.819609829680413,30,-40.05045461142363
10,90.0,-1.0,1701643541.968918,0.020851850509643555,-1.1989343578133753,-31.198934357813375,30,-47.00376229440641
11,91.0,1.0,1701643541.9901237,0.021205663681030273,1.1789303261639477,-28.821069673836053,30,-39.48614604772477
12,91.0,0.0,1701643542.010842,0.02071833610534668,0.0,-30.0,30,-44.87411278608825
13,90.0,-1.0,1701643542.0319865,0.021144390106201172,-1.1823467063572604,-31.18234670635726,30,-46.73174573613902
14,91.0,1.0,1701643542.0531645,0.021178007125854492,1.1804699021693854,-28.819530097830615,30,-40.44511081054452
15,91.0,0.0,1701643542.073944,0.02077960968017578,0.0,-30.0,30,-45.822437487360254
16,91.0,0.0,1701643542.0950954,0.021151304244995117,0.0,-30.0,30,-44.959237148865796
17,90.0,-1.0,1701643542.1159022,0.02080678939819336,-1.20153088117337,-31.20153088117337,30,-48.03486001653744
18,91.0,1.0,1701643542.1370938,0.02119159698486328,1.1797128842086315,-28.82028711579137,30,-41.68707360885777
19,91.0,0.0,1701643542.1578739,0.020780086517333984,0.0,-30.0,30,-47.08110103777989
20,90.0,-1.0,1701643542.179046,0.021172046661376953,-1.1808022341839148,-31.180802234183915,30,-48.934813992114925
