,DeltEncoder,LoopTimess,CurrRpm,ChangeInRpm
0,0.0,0.02116703987121582,0.0,40.0
1,0.0,0.02112126350402832,0.0,40.0
2,0.0,0.0212252140045166,0.0,40.0
3,0.0,0.0210726261138916,0.0,40.0
4,0.0,0.021115541458129883,0.0,40.0
5,0.0,0.021211624145507812,0.0,40.0
6,0.0,0.02116703987121582,0.0,40.0
7,0.0,0.02147221565246582,0.0,40.0
8,0.0,0.02124643325805664,0.0,40.0
9,0.0,0.02120661735534668,0.0,40.0
10,0.0,0.020723819732666016,0.0,40.0
11,0.0,0.020750999450683594,0.0,40.0
12,0.0,0.020740270614624023,0.0,40.0
13,0.0,0.020879507064819336,0.0,40.0
14,0.0,0.020830392837524414,0.0,40.0
15,0.0,0.020784854888916016,0.0,40.0
16,0.0,0.020879745483398438,0.0,40.0
17,0.0,0.020880937576293945,0.0,40.0
18,0.0,0.02113199234008789,0.0,40.0
19,0.0,0.021208763122558594,0.0,40.0
20,0.0,0.021400928497314453,0.0,40.0
21,0.0,0.021257400512695312,0.0,40.0
22,0.0,0.021208524703979492,0.0,40.0
23,0.0,0.0211331844329834,0.0,40.0
24,0.0,0.021471500396728516,0.0,40.0
25,0.0,0.02113509178161621,0.0,40.0
26,0.0,0.021172761917114258,0.0,40.0
27,0.0,0.02115631103515625,0.0,40.0
28,0.0,0.021199703216552734,0.0,40.0
29,0.0,0.020905017852783203,0.0,40.0
30,0.0,0.020708560943603516,0.0,40.0
31,0.0,0.020811080932617188,0.0,40.0
32,0.0,0.020850658416748047,0.0,40.0
33,0.0,0.02113819122314453,0.0,40.0
34,0.0,0.020832061767578125,0.0,40.0
35,0.0,0.020850419998168945,0.0,40.0
36,0.0,0.02090930938720703,0.0,40.0
37,0.0,0.02087855339050293,0.0,40.0
38,0.0,0.02098226547241211,0.0,40.0
39,0.0,0.020858287811279297,0.0,40.0
40,0.0,0.02122330665588379,0.0,40.0
41,0.0,0.020991086959838867,0.0,40.0
