,DeltEncVal,CurrTime,DeltTime,CurrRpm,DeltRpm,SetRpm,PWMEst
0,-1.0,1701644529.2041044,0.015926599502563477,-1.5697010523794555,31.569701052379454,30,63.4550991152827
1,0.0,1701644529.2113297,0.0072252750396728516,0.0,30.0,30,60.302280997730236
2,0.0,1701644529.2322145,0.02088475227355957,0.0,30.0,30,60.3085464234123
3,0.0,1701644529.2534223,0.021207809448242188,0.0,30.0,30,60.31490876624678
4,0.0,1701644529.2742555,0.020833253860473633,0.0,30.0,30,60.32115874240492
5,0.0,1701644529.2953296,0.02107405662536621,0.0,30.0,30,60.32748095939253
6,0.0,1701644529.316284,0.020954370498657227,0.0,30.0,30,60.333767270542126
7,0.0,1701644529.337386,0.021101951599121094,0.0,30.0,30,60.34009785602186
8,0.0,1701644529.3581226,0.0207366943359375,0.0,30.0,30,60.34631886432265
9,0.0,1701644529.379384,0.02126145362854004,0.0,30.0,30,60.35269730041121
10,0.0,1701644529.4001172,0.020733118057250977,0.0,30.0,30,60.35891723582838
11,0.0,1701644529.421396,0.021278858184814453,0.0,30.0,30,60.36530089328382
12,0.0,1701644529.4422622,0.02086615562438965,0.0,30.0,30,60.371560739971144
13,0.0,1701644529.463311,0.021048784255981445,0.0,30.0,30,60.37787537524794
14,0.0,1701644529.4841096,0.020798683166503906,0.0,30.0,30,60.384114980197886
15,0.0,1701644529.5053198,0.021210193634033203,0.0,30.0,30,60.3904780382881
16,0.0,1701644529.526132,0.020812273025512695,0.0,30.0,30,60.39672172019575
17,0.0,1701644529.5472703,0.02113819122314453,0.0,30.0,30,60.40306317756269
18,0.0,1701644529.5680811,0.020810842514038086,0.0,30.0,30,60.40930643031691
19,0.0,1701644529.5892818,0.02120065689086914,0.0,30.0,30,60.41566662738417
20,0.0,1701644529.6104765,0.0211946964263916,0.0,30.0,30,60.422025036312085
21,0.0,1701644529.6312156,0.020739078521728516,0.0,30.0,30,60.42824675986861
22,0.0,1701644529.6523678,0.021152257919311523,0.0,30.0,30,60.4345924372444
23,0.0,1701644529.6732757,0.020907878875732422,0.0,30.0,30,60.440864800907114
24,0.0,1701644529.6943622,0.021086454391479492,0.0,30.0,30,60.44719073722456
25,0.0,1701644529.7151947,0.020832538604736328,0.0,30.0,30,60.45344049880598
26,0.0,1701644529.7363265,0.02113175392150879,0.0,30.0,30,60.459780024982436
27,0.0,1701644529.7571545,0.0208280086517334,0.0,30.0,30,60.46602842757795
28,0.0,1701644529.7783556,0.021201133728027344,0.0,30.0,30,60.472388767696366
29,0.0,1701644529.7991452,0.020789623260498047,0.0,30.0,30,60.47862565467451
30,0.0,1701644529.8204184,0.021273136138916016,0.0,30.0,30,60.48500759551619
31,0.0,1701644529.8410993,0.020680904388427734,0.0,30.0,30,60.491211866832714
32,0.0,1701644529.8622875,0.02118825912475586,0.0,30.0,30,60.49756834457014
33,0.0,1701644529.8830872,0.020799636840820312,0.0,30.0,30,60.50380823562239
34,0.0,1701644529.904326,0.02123880386352539,0.0,30.0,30,60.51017987678144
35,0.0,1701644529.9253027,0.020976781845092773,0.0,30.0,30,60.51647291133497
36,0.0,1701644529.9464252,0.021122455596923828,0.0,30.0,30,60.522809648014054
37,0.0,1701644529.9671812,0.020756006240844727,0.0,30.0,30,60.529036449886306
38,0.0,1701644529.988267,0.021085739135742188,0.0,30.0,30,60.53536217162703
39,0.0,1701644530.009488,0.021221160888671875,0.0,30.0,30,60.54172851989363
40,0.0,1701644530.0302615,0.02077341079711914,0.0,30.0,30,60.54796054313277
41,0.0,1701644530.0514312,0.021169662475585938,0.0,30.0,30,60.55431144187544
42,0.0,1701644530.0722017,0.020770549774169922,0.0,30.0,30,60.560542606807694
43,0.0,1701644530.0933626,0.02116084098815918,0.0,30.0,30,60.56689085910414
44,0.0,1701644530.1142342,0.020871639251708984,0.0,30.0,30,60.57315235087965
45,0.0,1701644530.1355047,0.0212705135345459,0.0,30.0,30,60.57953350494002
46,0.0,1701644530.1562254,0.020720720291137695,0.0,30.0,30,60.585749721027355
47,0.0,1701644530.1773653,0.021139860153198242,0.0,30.0,30,60.59209167907331
48,0.0,1701644530.198278,0.020912647247314453,0.0,30.0,30,60.59836547324751
49,0.0,1701644530.2193093,0.02103137969970703,0.0,30.0,30,60.60467488715742
50,0.0,1701644530.2401838,0.020874500274658203,0.0,30.0,30,60.61093723723982
51,0.0,1701644530.261375,0.021191120147705078,0.0,30.0,30,60.617294573284134
52,0.0,1701644530.2821522,0.020777225494384766,0.0,30.0,30,60.623527740932445
53,0.0,1701644530.303285,0.021132707595825195,0.0,30.0,30,60.62986755321119
54,0.0,1701644530.3240993,0.02081441879272461,0.0,30.0,30,60.636111878849015
55,0.0,1701644530.345226,0.021126747131347656,0.0,30.0,30,60.64244990298842
56,0.0,1701644530.3660474,0.020821332931518555,0.0,30.0,30,60.64869630286787
57,0.0,1701644530.3872538,0.021206378936767578,0.0,30.0,30,60.6550582165489
58,0.0,1701644530.4080539,0.020800113677978516,0.0,30.0,30,60.661298250652294
59,0.0,1701644530.4293964,0.02134251594543457,0.0,30.0,30,60.66770100543592
60,0.0,1701644530.450477,0.021080493927001953,0.0,30.0,30,60.674025153614025
61,0.0,1701644530.4713035,0.02082657814025879,0.0,30.0,30,60.680273127056104
62,0.0,1701644530.4924033,0.02109980583190918,0.0,30.0,30,60.686603068805674
63,0.0,1701644530.5132954,0.02089214324951172,0.0,30.0,30,60.69287071178053
64,0.0,1701644530.5344307,0.021135330200195312,0.0,30.0,30,60.69921131084059
65,0.0,1701644530.555166,0.02073526382446289,0.0,30.0,30,60.70543188998793
66,0.0,1701644530.5763915,0.021225452423095703,0.0,30.0,30,60.71179952571486
67,0.0,1701644530.5972064,0.020814895629882812,0.0,30.0,30,60.71804399440382
68,0.0,1701644530.6183672,0.02116084098815918,0.0,30.0,30,60.72439224670027
69,0.0,1701644530.6391556,0.02078843116760254,0.0,30.0,30,60.73062877605055
70,0.0,1701644530.6603844,0.021228790283203125,0.0,30.0,30,60.73699741313551
71,0.0,1701644530.6813262,0.020941734313964844,0.0,30.0,30,60.7432799334297
72,0.0,1701644530.702386,0.021059751510620117,0.0,30.0,30,60.749597858882886
73,0.0,1701644530.7232022,0.020816326141357422,0.0,30.0,30,60.75584275672529
74,0.0,1701644530.7442818,0.021079540252685547,0.0,30.0,30,60.762166618801096
75,0.0,1701644530.7650902,0.02080845832824707,0.0,30.0,30,60.768409156299576
76,0.0,1701644530.7863472,0.02125692367553711,0.0,30.0,30,60.77478623340223
77,0.0,1701644530.807039,0.020691871643066406,0.0,30.0,30,60.78099379489515
78,0.0,1701644530.8283055,0.021266460418701172,0.0,30.0,30,60.787373733020765
79,0.0,1701644530.8490708,0.020765304565429688,0.0,30.0,30,60.793603324390396
80,0.0,1701644530.870323,0.021252155303955078,0.0,30.0,30,60.79997897098158
81,0.0,1701644530.8914745,0.02115154266357422,0.0,30.0,30,60.80632443378065
82,0.0,1701644530.9122076,0.020733118057250977,0.0,30.0,30,60.81254436919783
83,0.0,1701644530.933427,0.021219491958618164,0.0,30.0,30,60.81891021678541
84,0.0,1701644530.954481,0.021053791046142578,0.0,30.0,30,60.82522635409926
85,0.0,1701644530.9755795,0.021098613739013672,0.0,30.0,30,60.83155593822096
86,0.0,1701644530.9961789,0.020599365234375,0.0,30.0,30,60.83773574779127
87,0.0,1701644531.0173378,0.021158933639526367,0.0,30.0,30,60.84408342788313
88,0.0,1701644531.0382192,0.02088141441345215,0.0,30.0,30,60.850347852207165
89,0.0,1701644531.0594273,0.02120804786682129,0.0,30.0,30,60.85671026656721
90,0.0,1701644531.0802462,0.02081894874572754,0.0,30.0,30,60.86295595119093
91,0.0,1701644531.1013052,0.021059036254882812,0.0,30.0,30,60.86927366206739
92,0.0,1701644531.122136,0.020830869674682617,0.0,30.0,30,60.8755229229698
93,0.0,1701644531.1432924,0.02115631103515625,0.0,30.0,30,60.88186981628035
94,0.0,1701644531.1641145,0.02082204818725586,0.0,30.0,30,60.888116430736524
95,0.0,1701644531.1852753,0.02116084098815918,0.0,30.0,30,60.89446468303297
96,0.0,1701644531.2061512,0.020875930786132812,0.0,30.0,30,60.90072746226881
97,0.0,1701644531.2273607,0.0212094783782959,0.0,30.0,30,60.9070903057823
98,0.0,1701644531.248229,0.020868301391601562,0.0,30.0,30,60.91335079619978
99,0.0,1701644531.2693257,0.02109670639038086,0.0,30.0,30,60.919679808116896
100,0.0,1701644531.290142,0.020816326141357422,0.0,30.0,30,60.925924705959304
101,0.0,1701644531.3112457,0.021103620529174805,0.0,30.0,30,60.932255792118056
102,0.0,1701644531.3324804,0.021234750747680664,0.0,30.0,30,60.93862621734236
103,0.0,1701644531.353269,0.02078866958618164,0.0,30.0,30,60.94486281821821
104,0.0,1701644531.374447,0.021178007125854492,0.0,30.0,30,60.95121622035597
105,0.0,1701644531.3952115,0.02076435089111328,0.0,30.0,30,60.95744552562331
106,0.0,1701644531.4163842,0.021172761917114258,0.0,30.0,30,60.96379735419844
107,0.0,1701644531.4373078,0.020923614501953125,0.0,30.0,30,60.97007443854903
108,0.0,1701644531.4583838,0.021075963973999023,0.0,30.0,30,60.976397227741224
109,0.0,1701644531.4791853,0.020801544189453125,0.0,30.0,30,60.98263769099806
110,0.0,1701644531.5004513,0.02126598358154297,0.0,30.0,30,60.98901748607252
111,0.0,1701644531.52112,0.020668745040893555,0.0,30.0,30,60.99521810958479
112,0.0,1701644531.542393,0.021272897720336914,0.0,30.0,30,61.00159997890089
113,0.0,1701644531.5632243,0.02083134651184082,0.0,30.0,30,61.007849382854445
114,0.0,1701644531.5843966,0.021172285079956055,0.0,30.0,30,61.01420106837843
115,0.0,1701644531.6051874,0.020790815353393555,0.0,30.0,30,61.020438312984446
116,0.0,1701644531.6264966,0.02130913734436035,0.0,30.0,30,61.02683105418776
117,0.0,1701644531.6471627,0.020666122436523438,0.0,30.0,30,61.03303089091872
118,0.0,1701644531.6682913,0.02112865447998047,0.0,30.0,30,61.03936948726271
119,0.0,1701644531.6891384,0.020847082138061523,0.0,30.0,30,61.04562361190413
120,0.0,1701644531.7103715,0.021233081817626953,0.0,30.0,30,61.051993536449416
121,0.0,1701644531.7314644,0.021092891693115234,0.0,30.0,30,61.05832140395735
122,0.0,1701644531.7522645,0.020800113677978516,0.0,30.0,30,61.06456143806074
123,0.0,1701644531.773357,0.02109241485595703,0.0,30.0,30,61.07088916251753
124,0.0,1701644531.7943716,0.021014690399169922,0.0,30.0,30,61.07719356963728
125,0.0,1701644531.8154013,0.02102971076965332,0.0,30.0,30,61.08350248286818
126,0.0,1701644531.836233,0.020831584930419922,0.0,30.0,30,61.0897519583473
127,0.0,1701644531.8573987,0.021165847778320312,0.0,30.0,30,61.0961017126808
128,0.0,1701644531.8782654,0.02086663246154785,0.0,30.0,30,61.102361702419266
129,0.0,1701644531.8993711,0.02110576629638672,0.0,30.0,30,61.10869343230818
130,0.0,1701644531.9201543,0.020783185958862305,0.0,30.0,30,61.11492838809584
131,0.0,1701644531.9413486,0.0211942195892334,0.0,30.0,30,61.12128665397261
132,0.0,1701644531.9620905,0.020741939544677734,0.0,30.0,30,61.12750923583601
133,0.0,1701644531.9833338,0.02124333381652832,0.0,30.0,30,61.13388223598097
134,0.0,1701644532.004145,0.020811080932617188,0.0,30.0,30,61.140125560260756
135,0.0,1701644532.0252945,0.021149635314941406,0.0,30.0,30,61.14647045085524
136,0.0,1701644532.0461247,0.020830154418945312,0.0,30.0,30,61.15271949718092
137,0.0,1701644532.0673292,0.021204471588134766,0.0,30.0,30,61.15908083865736
138,0.0,1701644532.088114,0.020784854888916016,0.0,30.0,30,61.165316295124036
139,0.0,1701644532.1092725,0.021158456802368164,0.0,30.0,30,61.17166383216475
140,0.0,1701644532.1300933,0.02082085609436035,0.0,30.0,30,61.17791008899305
141,0.0,1701644532.1512966,0.021203279495239258,0.0,30.0,30,61.184271072841625
142,0.0,1701644532.172471,0.02117443084716797,0.0,30.0,30,61.190623402095774
143,0.0,1701644532.1932569,0.020785808563232422,0.0,30.0,30,61.19685914466475
144,0.0,1701644532.2143915,0.021134614944458008,0.0,30.0,30,61.20319952914809
145,0.0,1701644532.235211,0.020819425582885742,0.0,30.0,30,61.20944535682295
146,0.0,1701644532.2564485,0.021237611770629883,0.0,30.0,30,61.21581664035414
147,0.0,1701644532.2772427,0.020794153213500977,0.0,30.0,30,61.22205488631819
148,0.0,1701644532.2983766,0.021133899688720703,0.0,30.0,30,61.228395056224805
149,0.0,1701644532.3191776,0.020801067352294922,0.0,30.0,30,61.2346353764305
150,0.0,1701644532.3403552,0.02117753028869629,0.0,30.0,30,61.240988635517105
151,0.0,1701644532.3612072,0.020852088928222656,0.0,30.0,30,61.24724426219557
152,0.0,1701644532.3824368,0.02122950553894043,0.0,30.0,30,61.25361311385725
153,0.0,1701644532.403201,0.02076435089111328,0.0,30.0,30,61.25984241912459
154,0.0,1701644532.4243898,0.021188735961914062,0.0,30.0,30,61.26619903991316
155,0.0,1701644532.4452019,0.020812034606933594,0.0,30.0,30,61.27244265029524
156,0.0,1701644532.4663541,0.021152257919311523,0.0,30.0,30,61.27878832767103
157,0.0,1701644532.4870925,0.02073836326599121,0.0,30.0,30,61.28500983665083
158,0.0,1701644532.50829,0.02119755744934082,0.0,30.0,30,61.291369103885636
159,0.0,1701644532.5291815,0.020891427993774414,0.0,30.0,30,61.29763653228377
160,0.0,1701644532.5503929,0.02121138572692871,0.0,30.0,30,61.303999948001845
161,0.0,1701644532.571618,0.0212252140045166,0.0,30.0,30,61.3103675122032
162,0.0,1701644532.5922577,0.020639657974243164,0.0,30.0,30,61.31655940959547
163,0.0,1701644532.6133645,0.021106719970703125,0.0,30.0,30,61.32289142558668
164,0.0,1701644532.6342328,0.020868301391601562,0.0,30.0,30,61.329151916004164
165,0.0,1701644532.6556344,0.021401643753051758,0.0,30.0,30,61.33557240913008
166,0.0,1701644532.6762211,0.020586729049682617,0.0,30.0,30,61.34174842784498
167,0.0,1701644532.6974137,0.021192550659179688,0.0,30.0,30,61.34810619304274
168,0.0,1701644532.7183235,0.020909786224365234,0.0,30.0,30,61.35437912891005
169,0.0,1701644532.7393367,0.021013259887695312,0.0,30.0,30,61.36068310687636
170,27.0,1701644532.7604935,0.021156787872314453,31.90465415042034,-1.9046541504203383,30,10.0
171,79.0,1701644532.7814388,0.020945310592651367,94.29318277538104,-64.29318277538104,30,10.0
172,116.0,1701644532.80227,0.02083110809326172,139.2148697523234,-109.21486975232341,30,10.0
173,138.0,1701644532.8233836,0.02111363410949707,163.40152444188487,-133.40152444188487,30,10.0
174,152.0,1701644532.8441958,0.020812273025512695,182.58457379171296,-152.58457379171296,30,10.0
175,160.0,1701644532.865325,0.021129131317138672,189.3120895488705,-159.3120895488705,30,10.0
176,166.0,1701644532.8862386,0.02091360092163086,198.43545908479445,-168.43545908479445,30,10.0
177,170.0,1701644532.9074512,0.02121257781982422,200.3528301038529,-170.3528301038529,30,10.0
178,173.0,1701644532.928178,0.020726919174194336,208.66583999539887,-178.66583999539887,30,10.0
179,174.0,1701644532.9493127,0.021134614944458008,205.82348017372667,-175.82348017372667,30,10.0
180,176.0,1701644532.9701617,0.020848989486694336,211.04140336432354,-181.04140336432354,30,10.0
181,177.0,1701644532.9914098,0.02124810218811035,208.2538930218467,-178.2538930218467,30,10.0
182,177.0,1701644533.0125885,0.021178722381591797,208.93611617696723,-178.93611617696723,30,10.0
183,178.0,1701644533.033553,0.020964384078979492,212.26476214304398,-182.26476214304398,30,10.0
184,179.0,1701644533.0544755,0.02092266082763672,213.8829299421122,-183.8829299421122,30,10.0
185,179.0,1701644533.0753207,0.02084517478942871,214.67797920645995,-184.67797920645995,30,10.0
186,179.0,1701644533.0964632,0.02114248275756836,211.65915334130224,-181.65915334130224,30,10.0
187,178.0,1701644533.1172261,0.020762920379638672,214.32437820085892,-184.32437820085892,30,10.0
188,178.0,1701644533.1385329,0.021306753158569336,208.8539707050701,-178.8539707050701,30,10.0
189,178.0,1701644533.1592693,0.0207364559173584,214.59790514515666,-184.59790514515666,30,10.0
190,177.0,1701644533.180444,0.02117466926574707,208.97610935336044,-178.97610935336044,30,10.0
191,177.0,1701644533.2012482,0.020804166793823242,212.69777558761848,-182.69777558761848,30,10.0
192,177.0,1701644533.2225282,0.02128005027770996,207.9412380258809,-177.9412380258809,30,10.0
193,177.0,1701644533.2432196,0.020691394805908203,213.8570184131081,-183.8570184131081,30,10.0
194,178.0,1701644533.2644365,0.021216869354248047,209.7387661535004,-179.7387661535004,30,10.0
195,178.0,1701644533.2853339,0.020897388458251953,212.94526868225898,-182.94526868225898,30,10.0
196,179.0,1701644533.3064332,0.021099328994750977,212.0920528379493,-182.0920528379493,30,10.0
197,179.0,1701644533.3272521,0.02081894874572754,214.94841332554597,-184.94841332554597,30,10.0
198,179.0,1701644533.3483708,0.021118640899658203,211.89810562442142,-181.89810562442142,30,10.0
199,179.0,1701644533.3691325,0.020761728286743164,215.54082291200146,-185.54082291200146,30,10.0
200,179.0,1701644533.3904605,0.021327972412109375,209.81835092112323,-179.81835092112323,30,10.0
201,178.0,1701644533.4112513,0.020790815353393555,214.03681983418002,-184.03681983418002,30,10.0
202,178.0,1701644533.4322805,0.021029233932495117,211.61018105960116,-181.61018105960116,30,10.0
203,178.0,1701644533.4535682,0.02128767967224121,209.04110116814317,-179.04110116814317,30,10.0
204,177.0,1701644533.4743714,0.020803213119506836,212.70752621626266,-182.70752621626266,30,10.0
205,177.0,1701644533.495471,0.021099567413330078,209.7199394336595,-179.7199394336595,30,10.0
206,177.0,1701644533.5163434,0.02087235450744629,212.00291507224856,-182.00291507224856,30,10.0
207,178.0,1701644533.5374937,0.02115035057067871,210.398403805616,-180.398403805616,30,10.0
208,178.0,1701644533.5583236,0.02082991600036621,213.63504297961472,-183.63504297961472,30,10.0
209,178.0,1701644533.5794668,0.021143198013305664,210.4695797295926,-180.4695797295926,30,10.0
210,179.0,1701644533.6003015,0.020834684371948242,214.7860711547484,-184.7860711547484,30,10.0
211,179.0,1701644533.621428,0.021126508712768555,211.81919174820283,-181.81919174820283,30,10.0
212,178.0,1701644533.642296,0.02086806297302246,213.2445165491791,-183.2445165491791,30,10.0
213,179.0,1701644533.6633692,0.021073102951049805,212.35600710511727,-182.35600710511727,30,10.0
214,179.0,1701644533.684239,0.020869731903076172,214.42537071309434,-184.42537071309434,30,10.0
215,178.0,1701644533.705363,0.02112412452697754,210.65961783727045,-180.65961783727045,30,10.0
216,178.0,1701644533.7264407,0.021077632904052734,211.12427663280772,-181.12427663280772,30,10.0
217,177.0,1701644533.747316,0.020875215530395508,211.9738593145037,-181.9738593145037,30,10.0
218,177.0,1701644533.76814,0.020824193954467773,212.49321868953436,-182.49321868953436,30,10.0
219,177.0,1701644533.7893753,0.021235227584838867,208.38015426588973,-178.38015426588973,30,10.0
220,178.0,1701644533.8102152,0.020839929580688477,213.53239140134312,-183.53239140134312,30,10.0
221,178.0,1701644533.8312879,0.0210726261138916,211.17443910165753,-181.17443910165753,30,10.0
222,178.0,1701644533.8525212,0.021233320236206055,209.57626741822835,-179.57626741822835,30,10.0
223,178.0,1701644533.8732896,0.020768404006958008,214.2677886326327,-184.2677886326327,30,10.0
224,179.0,1701644533.8945374,0.02124786376953125,210.60940754039498,-180.60940754039498,30,10.0
225,179.0,1701644533.9153142,0.020776748657226562,215.38499954098964,-185.38499954098964,30,10.0
226,180.0,1701644533.93663,0.021315813064575195,211.11087746770315,-181.11087746770315,30,10.0
227,179.0,1701644533.9572926,0.020662546157836914,216.57543875843766,-186.57543875843766,30,10.0
228,178.0,1701644533.9785125,0.021219968795776367,209.7081311865892,-179.7081311865892,30,10.0
229,177.0,1701644533.9993787,0.02086615562438965,212.0658965481781,-182.0658965481781,30,10.0
230,178.0,1701644534.0205338,0.021155118942260742,210.35097992809727,-180.35097992809727,30,10.0
231,177.0,1701644534.0413125,0.020778656005859375,212.9589131632091,-182.9589131632091,30,10.0
232,177.0,1701644534.0624738,0.021161317825317383,209.1079599355544,-179.1079599355544,30,10.0
233,178.0,1701644534.0833654,0.020891666412353516,213.00359254102665,-183.00359254102665,30,10.0
234,178.0,1701644534.1044815,0.021116018295288086,210.74048799214154,-180.74048799214154,30,10.0
235,178.0,1701644534.1253438,0.020862340927124023,213.30300446841824,-183.30300446841824,30,10.0
236,178.0,1701644534.146485,0.02114129066467285,210.48856810979666,-180.48856810979666,30,10.0
237,179.0,1701644534.1673272,0.02084207534790039,214.70990413873574,-184.70990413873574,30,10.0
238,179.0,1701644534.1884747,0.021147489547729492,211.60904181557854,-181.60904181557854,30,10.0
239,179.0,1701644534.209242,0.0207674503326416,215.48143504965273,-185.48143504965273,30,10.0
240,179.0,1701644534.2303987,0.02115654945373535,211.51842410719317,-181.51842410719317,30,10.0
241,178.0,1701644534.2512069,0.02080821990966797,213.85779366607085,-183.85779366607085,30,10.0
242,179.0,1701644534.2723634,0.02115654945373535,211.51842410719317,-181.51842410719317,30,10.0
243,177.0,1701644534.2935767,0.021213293075561523,208.59561899409945,-178.59561899409945,30,10.0
244,178.0,1701644534.314381,0.020804166793823242,213.89945793557112,-183.89945793557112,30,10.0
245,177.0,1701644534.3357763,0.021395444869995117,206.8197238658777,-176.8197238658777,30,10.0
246,177.0,1701644534.356384,0.020607709884643555,214.72546075085324,-184.72546075085324,30,10.0
247,178.0,1701644534.3775878,0.02120375633239746,209.86847472873447,-179.86847472873447,30,10.0
248,177.0,1701644534.3983629,0.02077507972717285,212.99557248929847,-182.99557248929847,30,10.0
249,178.0,1701644534.4195092,0.021146297454833984,210.4387309175367,-180.4387309175367,30,10.0
250,179.0,1701644534.440359,0.020849943161010742,214.62888245989183,-184.62888245989183,30,10.0
251,179.0,1701644534.4615247,0.02116560935974121,211.4278839763447,-181.4278839763447,30,10.0
252,179.0,1701644534.4823773,0.02085256576538086,214.60188882028766,-184.60188882028766,30,10.0
253,179.0,1701644534.503513,0.021135807037353516,211.72600564015792,-181.72600564015792,30,10.0
254,179.0,1701644534.5243177,0.020804643630981445,215.09621021991498,-185.09621021991498,30,10.0
