,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib,KwContrib
0,0,0.2969503402709961,0.0,0,1710454425.2656548,-500,0,0,0
1,0,0.020940780639648438,0.0,0,1710454425.2865956,-500,0,0,0
2,17,0.020982980728149414,20.25451033417037,0,1710454425.3075786,-500,0,0,0
3,62,0.02125072479248047,72.93868868644257,0,1710454425.3288293,-500,0,0,0
4,92,0.020696163177490234,111.13170978964588,0,1710454425.3495255,-500,0,0,0
5,110,0.021067380905151367,130.53354910992158,0,1710454425.3705928,-500,0,0,0
6,123,0.02087235450744629,147.3240596264778,0,1710454425.3914652,-500,0,0,0
7,131,0.021208524703979492,154.41903883986285,0,1710454425.4126737,-500,0,0,0
8,137,0.02041792869567871,167.74473312392718,0,1710454425.4330916,-500,0,0,0
9,142,0.020934581756591797,169.57587408605335,0,1710454425.4540262,-500,0,0,0
10,145,0.0213167667388916,170.05393193078996,0,1710454425.475343,-500,0,0,0
11,147,0.020987987518310547,175.10016130864477,0,1710454425.496331,-500,0,0,0
12,149,0.021003007888793945,177.35554924908902,0,1710454425.517334,-500,0,0,0
13,149,0.02107834815979004,176.72162788856338,0,1710454425.5384123,-500,0,0,0
14,150,0.020971059799194336,178.8178583203538,0,1710454425.5593834,-500,0,0,0
15,150,0.02095174789428711,178.9826805343772,0,1710454425.5803351,-500,0,0,0
16,151,0.020620346069335938,183.0716122467857,0,1710454425.6009555,-500,0,0,0
17,151,0.0214083194732666,176.3333177419175,0,1710454425.6223638,-500,0,0,0
18,152,0.020744800567626953,183.1784300655097,0,1710454425.6431086,-500,0,0,0
19,151,0.021144866943359375,178.53032653797584,0,1710454425.6642535,-500,0,0,0
20,152,0.020299673080444336,187.19513289407232,0,1710454425.6845531,-500,0,0,0
21,152,0.020716428756713867,183.4292987766282,0,1710454425.7052696,-500,0,0,0
22,151,0.021808385848999023,173.09855145346611,0,1710454425.727078,-500,0,0,0
23,151,0.02072286605834961,182.16592190340322,0,1710454425.7478008,-500,0,0,0
24,151,0.02116250991821289,178.38148757351118,0,1710454425.7689633,-500,0,0,0
25,152,0.02077651023864746,182.8988581985931,0,1710454425.7897398,-500,0,0,0
26,152,0.021059274673461914,180.44306173510398,0,1710454425.8107991,-500,0,0,0
27,152,0.020807266235351562,182.62850857090476,0,1710454425.8316064,-500,0,0,0
28,152,0.020893096923828125,181.8782545188972,0,1710454425.8524995,-500,0,0,0
29,151,0.02120375633239746,178.03449260696013,0,1710454425.8737032,-500,0,0,0
30,151,0.020934343338012695,180.3256944365355,0,1710454425.8946376,-500,0,0,0
31,151,0.020943641662597656,180.2456354446519,0,1710454425.9155812,-500,0,0,0
32,151,0.02080535888671875,181.44363769710304,0,1710454425.9363866,-500,0,0,0
33,151,0.020710229873657227,182.27706901513844,0,1710454425.9570968,-500,0,0,0
34,153,0.021727800369262695,176.0417499698243,0,1710454425.9788246,-500,0,0,0
35,152,0.020460128784179688,185.72708119697958,0,1710454425.9992847,-500,0,0,0
36,152,0.02100396156311035,180.91825147280838,0,1710454426.0202887,-500,0,0,0
37,152,0.020784616470336914,182.82752560881883,0,1710454426.0410733,-500,0,0,0
38,151,0.02147507667541504,175.78516980671233,0,1710454426.0625484,-500,0,0,0
39,151,0.02082061767578125,181.3106632466105,0,1710454426.083369,-500,0,0,0
40,150,0.020691394805908203,181.23476136704076,0,1710454426.1040604,-500,0,0,0
41,152,0.02141714096069336,177.4279772904375,0,1710454426.1254776,-500,0,0,0
42,152,0.02088451385498047,181.95300242020184,0,1710454426.146362,-500,0,0,0
43,152,0.020904064178466797,181.7828326376058,0,1710454426.1672661,-500,0,0,0
44,152,0.02088308334350586,181.96546637744035,0,1710454426.1881492,-500,0,0,0
45,151,0.021193265914916992,178.12261758783228,0,1710454426.2093425,-500,0,0,0
46,152,0.020930051803588867,181.5571234920888,0,1710454426.2302725,-500,0,0,0
47,151,0.020689964294433594,182.45560728278406,0,1710454426.2509625,-500,0,0,0
48,151,0.02128911018371582,177.32070375057395,0,1710454426.2722516,-500,0,0,0
49,151,0.020689964294433594,182.45560728278406,0,1710454426.2929416,-500,0,0,0
50,152,0.021594524383544922,175.9705345905006,0,1710454426.314536,-500,0,0,0
51,153,0.020320653915405273,188.232131501449,0,1710454426.3348567,-500,0,0,0
52,152,0.020690202713012695,183.66180615572534,0,1710454426.355547,-500,0,0,0
53,151,0.021382570266723633,176.54566092434632,0,1710454426.3769295,-500,0,0,0
54,151,0.020644426345825195,182.85807204148333,0,1710454426.397574,-500,0,0,0
55,151,0.02126026153564453,177.5613152110528,0,1710454426.4188342,-500,0,0,0
56,152,0.02097487449645996,181.1691412333049,0,1710454426.439809,-500,0,0,0
57,151,0.021281719207763672,177.38228585512311,0,1710454426.4610908,-500,0,0,0
58,153,0.02048635482788086,186.70964318134207,0,1710454426.4815772,-500,0,0,0
59,152,0.020814895629882812,182.56156877119034,0,1710454426.502392,-500,0,0,0
60,152,0.021454811096191406,177.11645108236652,0,1710454426.5238469,-500,0,0,0
61,151,0.020828723907470703,181.24009981456467,0,1710454426.5446756,-500,0,0,0
62,151,0.020833253860473633,181.20069122578136,0,1710454426.5655088,-500,0,0,0
63,151,0.020894527435302734,180.66931696296126,0,1710454426.5864034,-500,0,0,0
64,151,0.021449804306030273,175.99228161436972,0,1710454426.6078532,-500,0,0,0
65,152,0.020784378051757812,182.8296228319721,0,1710454426.6286376,-500,0,0,0
66,152,0.02047419548034668,185.59947831149927,0,1710454426.6491117,-500,0,0,0
67,152,0.021603107452392578,175.90062024059154,0,1710454426.6707149,-500,0,0,0
68,152,0.020443439483642578,185.87870221351434,0,1710454426.6911583,-500,0,0,0
69,152,0.02163839340209961,175.61377729786906,0,1710454426.7127967,-500,0,0,0
70,151,0.02038717269897461,185.16544965501112,0,1710454426.7331839,-500,0,0,0
71,151,0.020704030990600586,182.3316436163475,0,1710454426.753888,-500,0,0,0
72,150,0.021457433700561523,174.76460849564995,0,1710454426.7753453,-500,0,0,0
73,152,0.020743846893310547,183.18685148150703,0,1710454426.7960892,-500,0,0,0
74,152,0.020860671997070312,182.16095821523268,0,1710454426.8169498,-500,0,0,0
75,152,0.020513057708740234,185.24785792324323,0,1710454426.837463,-500,0,0,0
76,152,0.02135443687438965,177.9489678118057,0,1710454426.8588173,-500,0,0,0
77,151,0.020773649215698242,181.72060001606775,0,1710454426.879591,-500,0,0,0
78,151,0.020684242248535156,182.5060814237632,0,1710454426.9002752,-500,0,0,0
79,151,0.021149873733520508,178.4880632179373,0,1710454426.921425,-500,0,0,0
