,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib,KwContrib
0,0,0.2972407341003418,0.0,0,1710453721.8466733,700,0,0,0
1,0,0.021256446838378906,0.0,0,1710453721.8679297,700,0,0,0
2,-22,0.020836591720581055,-26.395871617369416,0,1710453721.8887663,700,0,0,0
3,-85,0.020804166793823242,-102.14299957597497,0,1710453721.9095705,700,0,0,0
4,-128,0.02130722999572754,-150.1837639449921,0,1710453721.9308777,700,0,0,0
5,-155,0.020967483520507812,-184.80996998089694,0,1710453721.9518452,700,0,0,0
6,-172,0.020636558532714844,-208.36807615878737,0,1710453721.9724817,700,0,0,0
7,-184,0.02104973793029785,-218.53003658439897,0,1710453721.9935315,700,0,0,0
8,-192,0.021050453186035156,-228.02359443664204,0,1710453722.014582,700,0,0,0
9,-199,0.020941495895385742,-237.5666010132635,0,1710453722.0355234,700,0,0,0
10,-202,0.02092123031616211,-241.3815977207977,0,1710453722.0564446,700,0,0,0
11,-203,0.021137475967407227,-240.0948915483267,0,1710453722.0775821,700,0,0,0
12,-205,0.020987510681152344,-244.19284773026763,0,1710453722.0985696,700,0,0,0
13,-207,0.020558595657348633,-251.71952823296107,0,1710453722.1191282,700,0,0,0
14,-210,0.021283626556396484,-246.66848885403832,0,1710453722.1404119,700,0,0,0
15,-210,0.020941972732543945,-250.69271491512688,0,1710453722.1613538,700,0,0,0
16,-211,0.02118086814880371,-249.04550478956315,0,1710453722.1825347,700,0,0,0
17,-209,0.02058124542236328,-253.87190584310272,0,1710453722.203116,700,0,0,0
18,-210,0.02102971076965332,-249.64680006802337,0,1710453722.2241457,700,0,0,0
19,-211,0.020846843719482422,-253.03590658523754,0,1710453722.2449925,700,0,0,0
20,-212,0.02053999900817871,-258.03311859409644,0,1710453722.2655325,700,0,0,0
21,-212,0.02116703987121582,-250.3892859958775,0,1710453722.2866995,700,0,0,0
22,-211,0.02146005630493164,-245.80550605488278,0,1710453722.3081596,700,0,0,0
23,-210,0.02089238166809082,-251.28777003046937,0,1710453722.329052,700,0,0,0
24,-210,0.021082401275634766,-249.02286657770338,0,1710453722.3501344,700,0,0,0
25,-212,0.02087855339050293,-253.8490048075276,0,1710453722.371013,700,0,0,0
26,-212,0.0207979679107666,-254.83258858459527,0,1710453722.391811,700,0,0,0
27,-212,0.020808935165405273,-254.69828022777529,0,1710453722.4126198,700,0,0,0
28,-211,0.021413326263427734,-246.34192442158238,0,1710453722.4340332,700,0,0,0
29,-210,0.020763397216796875,-252.8487966195113,0,1710453722.4547966,700,0,0,0
30,-211,0.020993947982788086,-251.26288796774742,0,1710453722.4757905,700,0,0,0
31,-212,0.021041393280029297,-251.88446076098535,0,1710453722.496832,700,0,0,0
32,-212,0.020646333694458008,-256.70417219996074,0,1710453722.5174782,700,0,0,0
33,-212,0.021129369735717773,-250.83568825248526,0,1710453722.5386076,700,0,0,0
34,-210,0.020806074142456055,-252.33015916669532,0,1710453722.5594137,700,0,0,0
35,-210,0.021214723587036133,-247.46963958597902,0,1710453722.5806284,700,0,0,0
36,-211,0.021235227584838867,-248.407980509055,0,1710453722.6018636,700,0,0,0
37,-213,0.02098226547241211,-253.78575097152466,0,1710453722.622846,700,0,0,0
38,-212,0.020605087280273438,-257.2180320281403,0,1710453722.643451,700,0,0,0
39,-211,0.021004199981689453,-251.14024835978114,0,1710453722.6644552,700,0,0,0
40,-210,0.02098226547241211,-250.21130377474262,0,1710453722.6854374,700,0,0,0
41,-210,0.020772695541381836,-252.73561582517473,0,1710453722.7062101,700,0,0,0
42,-212,0.02138042449951172,-247.8903073286052,0,1710453722.7275906,700,0,0,0
43,-212,0.020845651626586914,-254.24966774558806,0,1710453722.7484362,700,0,0,0
44,-212,0.020915985107421875,-253.39471092467627,0,1710453722.7693522,700,0,0,0
45,-211,0.02079629898071289,-253.65090225391512,0,1710453722.7901485,700,0,0,0
46,-210,0.020863056182861328,-251.64098461819762,0,1710453722.8110116,700,0,0,0
