,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib,KwContrib
0,0,1.765946388244629,0.0,0.0,1710112361.6070592,0.0,0.0,0.0,0.0
1,0,0.02076435089111328,0.0,0.0,1710112361.6278236,0.0,0.0,0.0,0.0
2,0,0.06353139877319336,0.0,0.0,1710112361.691355,0.0,0.0,0.0,0.0
3,0,0.06267070770263672,0.0,0.0,1710112361.7540257,0.0,0.0,0.0,0.0
4,0,0.0840146541595459,0.0,0.0,1710112361.8380404,0.0,0.0,0.0,0.0
5,0,0.06262040138244629,0.0,0.0,1710112361.9006608,0.0,0.0,0.0,0.0
6,0,0.06313300132751465,0.0,0.0,1710112361.9637938,0.0,0.0,0.0,0.0
7,0,0.08415007591247559,0.0,0.0,1710112362.0479438,0.0,0.0,0.0,0.0
8,0,0.06266093254089355,0.0,0.0,1710112362.1106048,0.0,0.0,0.0,0.0
9,0,0.06275558471679688,0.0,0.0,1710112362.1733603,0.0,0.0,0.0,0.0
10,0,0.0837094783782959,0.0,0.0,1710112362.2570698,0.0,0.0,0.0,0.0
11,0,0.06295943260192871,0.0,0.0,1710112362.3200293,0.0,0.0,0.0,0.0
12,0,0.06282329559326172,0.0,0.0,1710112362.3828526,0.0,0.0,0.0,0.0
13,0,0.08429360389709473,0.0,0.0,1710112362.4671462,0.0,0.0,0.0,0.0
14,0,0.06287050247192383,0.0,0.0,1710112362.5300167,0.0,0.0,0.0,0.0
15,0,0.062459707260131836,0.0,0.0,1710112362.5924764,0.0,0.0,0.0,0.0
16,0,0.08419322967529297,0.0,0.0,1710112362.6766696,0.0,0.0,0.0,0.0
17,0,0.06293702125549316,0.0,0.0,1710112362.7396066,0.0,0.0,0.0,0.0
18,0,0.0628654956817627,0.0,0.0,1710112362.802472,0.0,0.0,0.0,0.0
19,0,0.08401250839233398,0.0,0.0,1710112362.8864846,0.0,0.0,0.0,0.0
20,0,0.06297564506530762,0.0,0.0,1710112362.9494603,0.0,0.0,0.0,0.0
21,0,0.06268000602722168,0.0,0.0,1710112363.0121403,0.0,0.0,0.0,0.0
22,0,0.0843970775604248,0.0,0.0,1710112363.0965374,0.0,0.0,0.0,0.0
23,0,0.06250810623168945,0.0,0.0,1710112363.1590455,0.0,0.0,0.0,0.0
24,0,0.06258368492126465,0.0,0.0,1710112363.2216291,0.0,0.0,0.0,0.0
25,0,0.08399224281311035,0.0,0.0,1710112363.3056214,0.0,0.0,0.0,0.0
26,0,0.06322383880615234,0.0,0.0,1710112363.3688452,0.0,0.0,0.0,0.0
27,0,0.06281304359436035,0.0,0.0,1710112363.4316583,0.0,0.0,0.0,0.0
28,0,0.08432793617248535,0.0,-31.0,1710112363.5159862,-131.75,-0.0,-86.8,0.0
29,23,0.06289029121398926,9.142905667959406,-31.0,1710112363.5788765,-131.75,-0.0,0.0,0.0
30,42,0.0622715950012207,16.861620454388827,-32.0,1710112363.641148,-136.0,-0.0,-2.8,0.0
31,40,0.08442282676696777,11.845137604315227,-29.0,1710112363.725571,-123.25,-0.0,8.399999999999999,0.0
32,37,0.06225419044494629,14.858437534707196,-27.0,1710112363.787825,-114.75,-0.0,5.6,0.0
33,34,0.06281661987304688,13.531450780348576,-33.0,1710112363.8506417,-140.25,-0.0,-16.799999999999997,0.0
34,37,0.08390498161315918,11.024375218442671,-31.0,1710112363.9345467,-131.75,-0.0,5.6,0.0
35,39,0.06366872787475586,15.313640346606952,-18.0,1710112363.9982154,-76.5,-0.0,36.4,0.0
36,27,0.06267905235290527,10.769148138990852,-8.0,1710112364.0608945,-34.0,-0.0,28.0,0.0
37,8,0.0839838981628418,2.3814088697360427,-1.0,1710112364.1448784,-4.25,-0.0,19.599999999999998,0.0
38,-1,0.06241726875305176,-0.4005301817820678,3.0,1710112364.2072957,12.75,-0.0,11.2,-0.0
39,-4,0.0628654956817627,-1.59069770969785,7.0,1710112364.2701612,29.75,-0.0,11.2,-0.0
40,-6,0.08451342582702637,-1.7748659284857888,7.0,1710112364.3546746,29.75,-0.0,0.0,-0.0
41,-7,0.06284761428833008,-2.7845130158344777,10.0,1710112364.4175222,42.5,-0.0,8.399999999999999,-0.0
42,-8,0.0623774528503418,-3.2062867408171845,10.0,1710112364.4798996,42.5,-0.0,0.0,-0.0
43,-10,0.08426046371459961,-2.966990554986503,8.0,1710112364.56416,34.0,-0.0,-5.6,-0.0
44,-8,0.0630655288696289,-3.1713045713680836,6.0,1710112364.6272256,25.5,-0.0,-5.6,-0.0
45,-5,0.0624392032623291,-2.001947389924739,0.0,1710112364.6896648,0.0,-0.0,-16.799999999999997,-0.0
46,2,0.08427309989929199,0.5933091349404612,0.0,1710112364.773938,0.0,-0.0,0.0,0.0
