,DeltEncVal,CurrTime,DeltTime,CurrRpm,DeltRpm,SetRpm,PWMEst
0,-1.0,1701645167.1478295,0.022279739379882812,-1.1220957109836487,31.12209571098365,30,46.68314356647548
1,0.0,1701645167.1689832,0.021153688430786133,0.0,30.0,30,42.546137544884886
2,2.0,1701645167.1898363,0.020853042602539062,2.3977316381597,27.6022683618403,30,39.68734093681988
3,8.0,1701645167.2110026,0.021166324615478516,9.448971592061095,20.551028407938905,30,29.93449274205402
4,12.0,1701645167.2317572,0.020754575729370117,14.45464382947927,15.54535617052073,30,23.5576362567259
5,13.0,1701645167.2529666,0.0212094783782959,15.32333771737542,14.67666228262458,30,23.08487154420506
6,11.0,1701645167.2737563,0.020789623260498047,13.227752930113075,16.772247069886923,30,26.620240393465515
7,9.0,1701645167.2949073,0.021151065826416016,10.637761796334289,19.36223820366571,30,30.650419517239555
8,9.0,1701645167.3157918,0.02088451385498047,10.773533038038266,19.226466961961734,30,30.5921344733336
9,9.0,1701645167.336971,0.02117919921875,10.623631123919308,19.37636887608069,30,31.237765642742534
10,9.0,1701645167.357755,0.02078390121459961,10.825686557918646,19.174313442081356,30,31.32240883694974
11,10.0,1701645167.3788972,0.021142244338989258,11.82466705008063,18.175332949919373,30,30.249531661931552
12,11.0,1701645167.3997371,0.020839929580688477,13.19582194053244,16.80417805946756,30,28.67147003425191
13,12.0,1701645167.4209385,0.021201372146606445,14.150027551307282,15.849972448692718,30,27.733548739791445
14,11.0,1701645167.441686,0.02074742317199707,13.254658071040323,16.745341928959675,30,29.500869606926887
15,10.0,1701645167.462896,0.021210193634033203,11.78678536903397,18.21321463096603,30,31.968313656691052
16,11.0,1701645167.4837537,0.020857572555541992,13.18465987677606,16.81534012322394,30,30.104598070512317
17,11.0,1701645167.5049024,0.021148681640625,13.003174603174603,16.996825396825397,30,30.872235706633603
18,10.0,1701645167.5257273,0.020824909210205078,12.004854257779407,17.995145742220593,30,32.70552504311685
19,10.0,1701645167.5468752,0.021147966384887695,11.821467627196988,18.178532372803012,30,33.261333691698596
20,9.0,1701645167.5676672,0.020792007446289062,10.821465920557747,19.17853407944225,30,35.120965769057136
21,10.0,1701645167.5888464,0.02117919921875,11.804034582132564,18.195965417867434,30,33.953298600023075
22,11.0,1701645167.610003,0.02115654945373535,12.998338911615223,17.00166108838478,30,32.64506281417815
23,12.0,1701645167.6308565,0.020853519439697266,14.386060869366382,15.613939130633618,30,31.03745478051345
24,11.0,1701645167.6520436,0.02118706703186035,12.979616271873066,17.020383728126934,30,33.61670744752066
25,11.0,1701645167.6728292,0.02078557014465332,13.230332297174844,16.769667702825156,30,33.45376732968856
26,11.0,1701645167.6940565,0.021227359771728516,12.954978996787744,17.045021003212256,30,34.24784465237959
27,13.0,1701645167.714917,0.02086043357849121,15.579733699068518,14.420266300931482,30,30.63874379740122
