,CurrEncVal,DeltEncVal,CurrTime,DeltTime,CurrRpm,DeltRpm,SetRpm,PWMEst
0,0.0,0.0,1701288232.4493573,0.3866398334503174,-64.6596595516392,94.6596595516392,30,95.13389444599291
1,0.0,0.0,1701288232.6504173,0.20106005668640137,0.0,30.0,30,30.149353403404483
2,0.0,0.0,1701288232.8514633,0.20104598999023438,0.0,30.0,30,30.15
3,0.0,0.0,1701288233.0524836,0.2010202407836914,0.0,30.0,30,30.15
4,0.0,0.0,1701288233.2535882,0.20110464096069336,0.0,30.0,30,30.15
5,0.0,0.0,1701288233.4546173,0.20102906227111816,0.0,30.0,30,30.15
6,0.0,0.0,1701288233.6557975,0.20118021965026855,0.0,30.0,30,30.15
7,0.0,0.0,1701288233.8564446,0.20064711570739746,0.0,30.0,30,30.15
8,0.0,0.0,1701288234.0575645,0.20111989974975586,0.0,30.0,30,30.15
9,0.0,0.0,1701288234.2585452,0.20098066329956055,0.0,30.0,30,30.15
10,0.0,0.0,1701288234.4596207,0.20107555389404297,0.0,30.0,30,30.15
11,0.0,0.0,1701288234.6608107,0.20118999481201172,0.0,30.0,30,30.15
12,0.0,0.0,1701288234.8618686,0.20105791091918945,0.0,30.0,30,30.15
13,0.0,0.0,1701288235.0629008,0.20103216171264648,0.0,30.0,30,30.15
14,0.0,0.0,1701288235.2639594,0.20105862617492676,0.0,30.0,30,30.15
15,0.0,0.0,1701288235.4646714,0.20071196556091309,0.0,30.0,30,30.15
16,0.0,0.0,1701288235.6658375,0.20116615295410156,0.0,30.0,30,30.15
