,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib,KwContrib
0,0,0.3076591491699219,0.0,0,1710453224.2425125,180,0,0,0
1,0,0.020795822143554688,0.0,0,1710453224.2633083,180,0,0,0
2,-4,0.021087169647216797,-4.742220111706578,0,1710453224.2843955,180,0,0,0
3,-20,0.02078390121459961,-24.05708123981921,0,1710453224.3051794,180,0,0,0
4,-30,0.021445035934448242,-34.973128620187445,0,1710453224.3266244,180,0,0,0
5,-37,0.020633459091186523,-44.83009833262078,0,1710453224.3472579,180,0,0,0
6,-42,0.021166086196899414,-49.60765964157383,0,1710453224.368424,180,0,0,0
7,-45,0.02050614356994629,-54.86160750619121,0,1710453224.38893,180,0,0,0
8,-47,0.021175146102905273,-55.48958171480043,0,1710453224.4101052,180,0,0,0
9,-48,0.020977497100830078,-57.20415520651013,0,1710453224.4310827,180,0,0,0
10,-50,0.0210418701171875,-59.40536620739667,0,1710453224.4521246,180,0,0,0
11,-50,0.021042585372924805,-59.40334696744808,0,1710453224.4731672,180,0,0,0
12,-50,0.020721912384033203,-60.32261776008468,0,1710453224.493889,180,0,0,0
13,-51,0.021195650100708008,-60.15385203765987,0,1710453224.5150847,180,0,0,0
14,-52,0.02069234848022461,-62.82515497177094,0,1710453224.535777,180,0,0,0
15,-51,0.020917415618896484,-60.95399275081496,0,1710453224.5566945,180,0,0,0
16,-52,0.021221637725830078,-61.258231659364114,0,1710453224.5779161,180,0,0,0
17,-52,0.020848989486694336,-62.35314190309559,0,1710453224.5987651,180,0,0,0
18,-51,0.021136999130249023,-60.320767018216685,0,1710453224.6199021,180,0,0,0
19,-52,0.02056407928466797,-63.21702917033808,0,1710453224.6404662,180,0,0,0
20,-52,0.021093368530273438,-61.63074419025228,0,1710453224.6615596,180,0,0,0
21,-52,0.020714998245239258,-62.75646198998676,0,1710453224.6822746,180,0,0,0
22,-53,0.021091222763061523,-62.82234154392232,0,1710453224.7033658,180,0,0,0
23,-52,0.0212094783782959,-61.29335086950168,0,1710453224.7245753,180,0,0,0
24,-53,0.020757436752319336,-63.8325442495664,0,1710453224.7453327,180,0,0,0
25,-53,0.021320104598999023,-62.14791272938729,0,1710453224.7666528,180,0,0,0
26,-53,0.020853042602539062,-63.53988841123205,0,1710453224.7875059,180,0,0,0
27,-52,0.021045446395874023,-61.77108223538875,0,1710453224.8085513,180,0,0,0
28,-53,0.020997047424316406,-63.104110460099015,0,1710453224.8295484,180,0,0,0
29,-53,0.02086162567138672,-63.513746285714284,0,1710453224.85041,180,0,0,0
30,-52,0.02114081382751465,-61.49242931736419,0,1710453224.8715508,180,0,0,0
31,-53,0.02084827423095703,-63.55442111522803,0,1710453224.892399,180,0,0,0
32,-52,0.021265506744384766,-61.13186088750364,0,1710453224.9136646,180,0,0,0
33,-53,0.020720243453979492,-63.94712508773747,0,1710453224.9343848,180,0,0,0
34,-52,0.020964622497558594,-62.00922531046718,0,1710453224.9553494,180,0,0,0
35,-52,0.02094864845275879,-62.05650941785694,0,1710453224.976298,180,0,0,0
36,-52,0.021007537841796875,-61.88254948247685,0,1710453224.9973056,180,0,0,0
37,-52,0.02086186408996582,-62.31466154672518,0,1710453225.0181675,180,0,0,0
38,-52,0.021121501922607422,-61.54865334687888,0,1710453225.039289,180,0,0,0
39,-52,0.021068572998046875,-61.70327720441789,0,1710453225.0603576,180,0,0,0
40,-52,0.020665884017944336,-62.90560804808546,0,1710453225.0810235,180,0,0,0
41,-52,0.021497726440429688,-60.47151095732411,0,1710453225.1025212,180,0,0,0
42,-52,0.020441293716430664,-63.5967575259223,0,1710453225.1229625,180,0,0,0
43,-52,0.02087712287902832,-62.26911665619825,0,1710453225.1438396,180,0,0,0
44,-52,0.020760297775268555,-62.619525696238874,0,1710453225.1646,180,0,0,0
45,-52,0.020839691162109375,-62.38096284092989,0,1710453225.1854396,180,0,0,0
46,-53,0.021305322647094727,-62.19103188191717,0,1710453225.206745,180,0,0,0
47,-53,0.021296977996826172,-62.21539977162304,0,1710453225.228042,180,0,0,0
48,-52,0.02099442481994629,-61.9212010402353,0,1710453225.2490363,180,0,0,0
49,-53,0.02078080177307129,-63.7607737405491,0,1710453225.269817,180,0,0,0
50,-53,0.02072882652282715,-63.92064686058682,0,1710453225.290546,180,0,0,0
51,-53,0.02137613296508789,-61.98501862633563,0,1710453225.311922,180,0,0,0
52,-52,0.020348787307739258,-63.88587095337965,0,1710453225.3322709,180,0,0,0
53,-53,0.021166563034057617,-62.59873168204192,0,1710453225.3534374,180,0,0,0
54,-52,0.02108478546142578,-61.65583246641639,0,1710453225.3745222,180,0,0,0
55,-53,0.021370410919189453,-62.0016154584198,0,1710453225.3958926,180,0,0,0
56,-52,0.02080678939819336,-62.47960582101524,0,1710453225.4166994,180,0,0,0
57,-52,0.02078104019165039,-62.557022555700875,0,1710453225.4374804,180,0,0,0
58,-53,0.020984649658203125,-63.14139247409562,0,1710453225.458465,180,0,0,0
59,-52,0.021025896072387695,-61.8285182959326,0,1710453225.479491,180,0,0,0
60,-52,0.020838022232055664,-62.385958970721155,0,1710453225.500329,180,0,0,0
61,-52,0.02078843116760254,-62.534781461814596,0,1710453225.5211174,180,0,0,0
62,-52,0.021323442459106445,-60.965765846349946,0,1710453225.542441,180,0,0,0
63,-52,0.02100515365600586,-61.88957344895689,0,1710453225.563446,180,0,0,0
64,-52,0.020878314971923828,-62.2655612652735,0,1710453225.5843244,180,0,0,0
65,-52,0.02086043357849121,-62.31893479627407,0,1710453225.6051848,180,0,0,0
66,-52,0.021050691604614258,-61.75569071160794,0,1710453225.6262355,180,0,0,0
