,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib,KwContrib
0,0,1.7449314594268799,0.0,0.0,1710289723.4023952,0.0,0.0,0.0,0.0
1,0,0.02118086814880371,0.0,0.0,1710289723.423576,0.0,0.0,0.0,0.0
2,0,0.06325721740722656,0.0,0.0,1710289723.4868333,0.0,0.0,0.0,0.0
3,0,0.08362936973571777,0.0,0.0,1710289723.5704627,0.0,0.0,0.0,0.0
4,0,0.06284928321838379,0.0,0.0,1710289723.633312,0.0,0.0,0.0,0.0
5,0,0.06313228607177734,0.0,0.0,1710289723.6964443,0.0,0.0,0.0,0.0
6,0,0.06285762786865234,0.0,0.0,1710289723.759302,0.0,0.0,0.0,0.0
7,0,0.08421611785888672,0.0,0.0,1710289723.843518,0.0,0.0,0.0,0.0
8,0,0.06291747093200684,0.0,0.0,1710289723.9064355,0.0,0.0,0.0,0.0
9,0,0.06267142295837402,0.0,0.0,1710289723.969107,0.0,0.0,0.0,0.0
10,0,0.08426856994628906,0.0,0.0,1710289724.0533755,0.0,0.0,0.0,0.0
11,0,0.06245565414428711,0.0,0.0,1710289724.1158311,0.0,0.0,0.0,0.0
12,0,0.06309962272644043,0.0,0.0,1710289724.1789308,0.0,0.0,0.0,0.0
13,0,0.08414077758789062,0.0,0.0,1710289724.2630715,0.0,0.0,0.0,0.0
14,0,0.06270980834960938,0.0,0.0,1710289724.3257813,0.0,0.0,0.0,0.0
15,0,0.0627598762512207,0.0,0.0,1710289724.3885412,0.0,0.0,0.0,0.0
16,0,0.08451724052429199,0.0,0.0,1710289724.4730585,0.0,0.0,0.0,0.0
17,0,0.0626528263092041,0.0,0.0,1710289724.5357113,0.0,0.0,0.0,0.0
18,0,0.06308364868164062,0.0,0.0,1710289724.598795,0.0,0.0,0.0,0.0
19,0,0.0839695930480957,0.0,0.0,1710289724.6827645,0.0,0.0,0.0,0.0
20,0,0.06269145011901855,0.0,0.0,1710289724.745456,0.0,0.0,0.0,0.0
21,0,0.06278848648071289,0.0,0.0,1710289724.8082445,0.0,0.0,0.0,0.0
22,0,0.08444976806640625,0.0,0.0,1710289724.8926942,0.0,0.0,0.0,0.0
23,0,0.06271529197692871,0.0,0.0,1710289724.9554095,0.0,0.0,0.0,0.0
24,0,0.06267499923706055,0.0,0.0,1710289725.0180845,0.0,0.0,0.0,0.0
25,0,0.08402562141418457,0.0,0.0,1710289725.1021101,0.0,0.0,0.0,0.0
26,0,0.06335568428039551,0.0,0.0,1710289725.1654658,0.0,0.0,0.0,0.0
27,0,0.062473297119140625,0.0,0.0,1710289725.2279391,0.0,0.0,0.0,0.0
28,0,0.06243896484375,0.0,0.0,1710289725.290378,0.0,0.0,0.0,0.0
29,0,0.06288599967956543,0.0,0.0,1710289725.353264,0.0,0.0,0.0,0.0
30,0,0.08445048332214355,0.0,0.0,1710289725.4377146,0.0,0.0,0.0,0.0
31,0,0.08371925354003906,0.0,0.0,1710289725.5214338,0.0,0.0,0.0,0.0
32,0,0.06249499320983887,0.0,0.0,1710289725.5839288,0.0,0.0,0.0,0.0
33,0,0.06405806541442871,0.0,0.0,1710289725.647987,0.0,0.0,0.0,0.0
34,0,0.0624392032623291,0.0,0.0,1710289725.710426,0.0,0.0,0.0,0.0
35,0,0.08378314971923828,0.0,0.0,1710289725.7942092,0.0,0.0,0.0,0.0
36,0,0.06285429000854492,0.0,0.0,1710289725.8570635,0.0,0.0,0.0,0.0
37,0,0.06299686431884766,0.0,0.0,1710289725.9200604,0.0,0.0,0.0,0.0
38,0,0.08430624008178711,0.0,0.0,1710289726.0043666,0.0,0.0,0.0,0.0
39,0,0.06304478645324707,0.0,0.0,1710289726.0674114,0.0,0.0,0.0,0.0
40,0,0.06258010864257812,0.0,0.0,1710289726.1299915,0.0,0.0,0.0,0.0
41,0,0.08385419845581055,0.0,0.0,1710289726.2138457,0.0,0.0,0.0,0.0
42,0,0.06259775161743164,0.0,0.0,1710289726.2764435,0.0,0.0,0.0,0.0
43,0,0.06318926811218262,0.0,0.0,1710289726.3396327,0.0,0.0,0.0,0.0
44,0,0.06283140182495117,0.0,0.0,1710289726.4024642,0.0,0.0,0.0,0.0
45,0,0.08423185348510742,0.0,0.0,1710289726.486696,0.0,0.0,0.0,0.0
46,0,0.06293678283691406,0.0,0.0,1710289726.5496328,0.0,0.0,0.0,0.0
47,0,0.08397197723388672,0.0,0.0,1710289726.6336048,0.0,0.0,0.0,0.0
48,0,0.06293129920959473,0.0,0.0,1710289726.696536,0.0,0.0,0.0,0.0
49,0,0.06313395500183105,0.0,0.0,1710289726.75967,0.0,0.0,0.0,0.0
50,0,0.08374714851379395,0.0,0.0,1710289726.8434172,0.0,0.0,0.0,0.0
51,0,0.0628502368927002,0.0,0.0,1710289726.9062674,0.0,0.0,0.0,0.0
52,0,0.06586074829101562,0.0,0.0,1710289726.9721282,0.0,0.0,0.0,0.0
53,0,0.059746742248535156,0.0,0.0,1710289727.031875,0.0,0.0,0.0,0.0
54,0,0.06274175643920898,0.0,0.0,1710289727.0946167,0.0,0.0,0.0,0.0
55,0,0.08442211151123047,0.0,0.0,1710289727.1790388,0.0,0.0,0.0,0.0
56,0,0.08433771133422852,0.0,0.0,1710289727.2633765,0.0,0.0,0.0,0.0
57,0,0.06299996376037598,0.0,0.0,1710289727.3263764,0.0,0.0,0.0,0.0
58,0,0.06255602836608887,0.0,0.0,1710289727.3889325,0.0,0.0,0.0,0.0
59,0,0.08451461791992188,0.0,0.0,1710289727.473447,0.0,0.0,0.0,0.0
60,0,0.06253528594970703,0.0,0.0,1710289727.5359824,0.0,0.0,0.0,0.0
61,0,0.0626218318939209,0.0,0.0,1710289727.5986042,0.0,0.0,0.0,0.0
62,0,0.062957763671875,0.0,0.0,1710289727.661562,0.0,0.0,0.0,0.0
63,0,0.08435463905334473,0.0,0.0,1710289727.7459166,0.0,0.0,0.0,0.0
64,0,0.06262969970703125,0.0,0.0,1710289727.8085463,0.0,0.0,0.0,0.0
65,0,0.06292486190795898,0.0,0.0,1710289727.8714712,0.0,0.0,0.0,0.0
66,0,0.08414530754089355,0.0,0.0,1710289727.9556165,0.0,0.0,0.0,0.0
67,0,0.06297540664672852,0.0,0.0,1710289728.018592,0.0,0.0,0.0,0.0
68,0,0.06239438056945801,0.0,0.0,1710289728.0809863,0.0,0.0,0.0,0.0
