,DeltEncoder,LoopTimes,CurrRpm,SetPoint,CurrTime,KpContrib,KiContrib,KdContrib,KwContrib
0,0,0.29322171211242676,0.0,0,1710454228.1990438,-300,0,0,0
1,0,0.02140498161315918,0.0,0,1710454228.2204487,-300,0,0,0
2,7,0.020632505416870117,8.48176198014768,0,1710454228.2410812,-300,0,0,0
3,34,0.02151966094970703,39.49876357190339,0,1710454228.262601,-300,0,0,0
4,52,0.020151853561401367,64.51019485820427,0,1710454228.2827528,-300,0,0,0
5,64,0.020822763442993164,76.83898462278302,0,1710454228.3035755,-300,0,0,0
6,71,0.021338701248168945,83.1821946123507,0,1710454228.3249142,-300,0,0,0
7,76,0.020659923553466797,91.96549034089598,0,1710454228.3455741,-300,0,0,0
8,81,0.02114105224609375,95.78520389750993,0,1710454228.3667152,-300,0,0,0
9,83,0.021628141403198242,95.93982031637546,0,1710454228.3883433,-300,0,0,0
10,86,0.020645618438720703,104.13831905212832,0,1710454228.408989,-300,0,0,0
11,87,0.0210723876953125,103.21564083997103,0,1710454228.4300613,-300,0,0,0
12,88,0.02078866958618164,105.8268779961924,0,1710454228.45085,-300,0,0,0
13,89,0.021303176879882812,104.4445160712687,0,1710454228.4721532,-300,0,0,0
14,88,0.020799875259399414,105.76986508636995,0,1710454228.492953,-300,0,0,0
15,90,0.020760536193847656,108.37870366116955,0,1710454228.5137136,-300,0,0,0
16,90,0.02101922035217285,107.04488379215299,0,1710454228.5347328,-300,0,0,0
17,89,0.020674705505371094,107.61942894044928,0,1710454228.5554075,-300,0,0,0
18,89,0.021300792694091797,104.45620648743032,0,1710454228.5767083,-300,0,0,0
19,90,0.020961523056030273,107.33952842957723,0,1710454228.5976698,-300,0,0,0
20,89,0.020955801010131836,106.17585073098583,0,1710454228.6186256,-300,0,0,0
21,90,0.021022558212280273,107.02788772327757,0,1710454228.6396482,-300,0,0,0
22,90,0.020490646362304688,109.80619938564647,0,1710454228.6601388,-300,0,0,0
23,89,0.021065473556518555,105.62307056759663,0,1710454228.6812043,-300,0,0,0
24,90,0.021288156509399414,105.69257131337567,0,1710454228.7024925,-300,0,0,0
25,91,0.02091050148010254,108.79700815232883,0,1710454228.723403,-300,0,0,0
26,90,0.021121501922607422,106.5265154080596,0,1710454228.7445245,-300,0,0,0
27,90,0.020609617233276367,109.17233321379406,0,1710454228.765134,-300,0,0,0
28,90,0.021257400512695312,105.84549125168238,0,1710454228.7863915,-300,0,0,0
29,90,0.020596742630004883,109.24057461019343,0,1710454228.8069882,-300,0,0,0
30,90,0.02126026153564453,105.83124747678643,0,1710454228.8282485,-300,0,0,0
31,90,0.021220684051513672,106.02862728355392,0,1710454228.8494692,-300,0,0,0
32,89,0.02061295509338379,107.9418254161028,0,1710454228.8700821,-300,0,0,0
33,90,0.021250009536743164,105.88230542247753,0,1710454228.8913321,-300,0,0,0
34,90,0.02083563804626465,107.98805368973922,0,1710454228.9121678,-300,0,0,0
35,89,0.021094560623168945,105.47742803214395,0,1710454228.9332623,-300,0,0,0
36,90,0.02054595947265625,109.51058299294468,0,1710454228.9538083,-300,0,0,0
37,90,0.02125072479248047,105.87874164161019,0,1710454228.975059,-300,0,0,0
38,90,0.020916223526000977,107.57200013678487,0,1710454228.9959753,-300,0,0,0
39,90,0.021045923233032227,106.90906619238045,0,1710454229.0170212,-300,0,0,0
40,90,0.0213165283203125,105.55189692197567,0,1710454229.0383377,-300,0,0,0
41,91,0.020665884017944336,110.08481408414956,0,1710454229.0590036,-300,0,0,0
42,90,0.021198749542236328,106.13833592010258,0,1710454229.0802023,-300,0,0,0
43,89,0.020741701126098633,107.27181856845638,0,1710454229.100944,-300,0,0,0
44,90,0.020514249801635742,109.67985774554583,0,1710454229.1214583,-300,0,0,0
45,90,0.02139592170715332,105.16022776657269,0,1710454229.1428542,-300,0,0,0
46,89,0.02081918716430664,106.87256819587274,0,1710454229.1636734,-300,0,0,0
47,90,0.021303653717041016,105.61568592340578,0,1710454229.184977,-300,0,0,0
48,90,0.020516157150268555,109.66966101497948,0,1710454229.2054932,-300,0,0,0
49,90,0.02106785774230957,106.79775929383806,0,1710454229.226561,-300,0,0,0
50,90,0.021168947219848633,106.2877608712791,0,1710454229.24773,-300,0,0,0
51,90,0.020656585693359375,108.92409972299168,0,1710454229.2683866,-300,0,0,0
52,90,0.021023035049438477,107.02546015400841,0,1710454229.2894096,-300,0,0,0
53,90,0.020844221115112305,107.94358722133894,0,1710454229.3102539,-300,0,0,0
54,90,0.02082991600036621,108.01771836047936,0,1710454229.3310838,-300,0,0,0
55,91,0.021196365356445312,107.32972194726896,0,1710454229.3522801,-300,0,0,0
56,89,0.020724773406982422,107.35943676230357,0,1710454229.373005,-300,0,0,0
57,90,0.021379470825195312,105.24114550807387,0,1710454229.3943844,-300,0,0,0
58,90,0.020615339279174805,109.14203106387409,0,1710454229.4149997,-300,0,0,0
59,89,0.02141880989074707,103.88065496399034,0,1710454229.4364185,-300,0,0,0
60,90,0.02083611488342285,107.98558236929732,0,1710454229.4572546,-300,0,0,0
61,89,0.020752429962158203,107.21635991820041,0,1710454229.478007,-300,0,0,0
62,90,0.021148681640625,106.3896103896104,0,1710454229.4991558,-300,0,0,0
63,90,0.020763397216796875,108.36376997979056,0,1710454229.5199192,-300,0,0,0
64,90,0.021343469619750977,105.41866154310162,0,1710454229.5412626,-300,0,0,0
65,90,0.020809650421142578,108.12291194060631,0,1710454229.5620723,-300,0,0,0
66,90,0.02051854133605957,109.65691776762993,0,1710454229.5825908,-300,0,0,0
67,90,0.021122455596923828,106.521705758855,0,1710454229.6037133,-300,0,0,0
68,91,0.02092576026916504,108.71767480545523,0,1710454229.624639,-300,0,0,0
69,90,0.02132701873779297,105.49997764164021,0,1710454229.645966,-300,0,0,0
70,90,0.020734548568725586,108.51453999793024,0,1710454229.6667006,-300,0,0,0
71,89,0.020941495895385742,106.24837934764047,0,1710454229.687642,-300,0,0,0
72,90,0.02102375030517578,107.02181900657746,0,1710454229.7086658,-300,0,0,0
73,89,0.020781993865966797,107.06383681710759,0,1710454229.7294478,-300,0,0,0
74,90,0.021177291870117188,106.24587949202918,0,1710454229.7506251,-300,0,0,0
75,90,0.020880937576293945,107.75378221303707,0,1710454229.771506,-300,0,0,0
76,89,0.021374940872192383,104.09385519726055,0,1710454229.792881,-300,0,0,0
77,90,0.021000146865844727,107.14210783256321,0,1710454229.8138812,-300,0,0,0
78,90,0.020673513412475586,108.83491137225957,0,1710454229.8345547,-300,0,0,0
79,91,0.02094411849975586,108.6223800742208,0,1710454229.8554988,-300,0,0,0
80,90,0.020857572555541992,107.87448990089503,0,1710454229.8763564,-300,0,0,0
81,89,0.021094322204589844,105.4786201907862,0,1710454229.8974507,-300,0,0,0
82,90,0.020748376846313477,108.4422177535191,0,1710454229.918199,-300,0,0,0
83,90,0.02114081382751465,106.42920458774572,0,1710454229.9393399,-300,0,0,0
84,90,0.021153688430786133,106.36442941673711,0,1710454229.9604936,-300,0,0,0
85,89,0.020488739013671875,108.59623906162726,0,1710454229.9809823,-300,0,0,0
86,90,0.021475791931152344,104.76912829166481,0,1710454230.002458,-300,0,0,0
87,89,0.020781993865966797,107.06383681710759,0,1710454230.02324,-300,0,0,0
88,90,0.021165132522583008,106.30691764387821,0,1710454230.0444052,-300,0,0,0
89,90,0.020514726638793945,109.67730838514731,0,1710454230.06492,-300,0,0,0
90,89,0.02120494842529297,104.92833820553182,0,1710454230.086125,-300,0,0,0
91,90,0.021050691604614258,106.8848493085522,0,1710454230.1071756,-300,0,0,0
92,90,0.02082228660583496,108.05729661647679,0,1710454230.1279979,-300,0,0,0
93,91,0.021025419235229492,108.20236089219499,0,1710454230.1490233,-300,0,0,0
94,90,0.020844697952270508,107.9411179356964,0,1710454230.169868,-300,0,0,0
95,89,0.020975828170776367,106.07447686379705,0,1710454230.1908438,-300,0,0,0
96,90,0.021060466766357422,106.83523897932845,0,1710454230.2119043,-300,0,0,0
