,CurrEncVal,DeltEncVal,CurrTime,DeltTime,CurrRpm,DeltRpm,SetRpm,PWMEst
0,0.0,0.0,1701288326.7300317,0.36043596267700195,-69.36044842562863,99.36044842562863,30,99.85823427224103
1,0.0,0.0,1701288326.9314392,0.20140743255615234,0.0,30.0,30,30.149306395515744
2,0.0,0.0,1701288327.1326642,0.20122504234313965,0.0,30.0,30,30.15
3,0.0,0.0,1701288327.3330674,0.20040321350097656,0.0,30.0,30,30.15
4,0.0,0.0,1701288327.5339258,0.20085835456848145,0.0,30.0,30,30.15
5,0.0,0.0,1701288327.7350354,0.2011096477508545,0.0,30.0,30,30.15
6,0.0,0.0,1701288327.9360492,0.20101380348205566,0.0,30.0,30,30.15
7,0.0,0.0,1701288328.1373322,0.20128297805786133,0.0,30.0,30,30.15
8,0.0,0.0,1701288328.338198,0.2008657455444336,0.0,30.0,30,30.15
9,0.0,0.0,1701288328.5392814,0.20108342170715332,0.0,30.0,30,30.15
10,0.0,0.0,1701288328.7402465,0.20096516609191895,0.0,30.0,30,30.15
11,0.0,0.0,1701288328.9410617,0.20081520080566406,0.0,30.0,30,30.15
12,0.0,0.0,1701288329.142103,0.20104122161865234,0.0,30.0,30,30.15
13,0.0,0.0,1701288329.3431396,0.20103669166564941,0.0,30.0,30,30.15
14,0.0,0.0,1701288329.5442133,0.20107364654541016,0.0,30.0,30,30.15
15,0.0,0.0,1701288329.7455463,0.20133304595947266,0.0,30.0,30,30.15
16,0.0,0.0,1701288329.9463797,0.20083332061767578,0.0,30.0,30,30.15
17,0.0,0.0,1701288330.1476185,0.20123887062072754,0.0,30.0,30,30.15
