,CurrEncVal,DeltEncVal,CurrTime,DeltTime,CurrRpm,DeltRpm,SetRpm,PWMEst
0,21903.0,70.0,1701643126.0157075,0.021179676055908203,82.62638179075579,52.62638179075579,30,121.04067811873831
1,21971.0,68.0,1701643126.0365245,0.020817041397094727,81.66386219692372,51.663862196923716,30,66.7482640463275
2,22040.0,69.0,1701643126.057641,0.02111649513244629,81.68969278189886,51.689692781898856,30,68.31567383290475
3,22109.0,69.0,1701643126.0786343,0.02099323272705078,82.16933630127652,52.169336301276516,30,69.93559021757831
4,22177.0,68.0,1701643126.0996628,0.021028518676757812,80.84259410430839,50.84259410430839,30,66.95296157655667
5,22246.0,69.0,1701643126.1205254,0.020862579345703125,82.68392759188151,52.68392759188151,30,73.04512462176426
6,22314.0,68.0,1701643126.1417527,0.021227359771728516,80.08532470741514,50.08532470741514,30,65.78617484250874
7,22383.0,69.0,1701643126.1628418,0.02108907699584961,81.79589843308386,51.79589843308386,30,72.84722393057159
8,22450.0,67.0,1701643126.1836343,0.020792484283447266,80.55795436303177,50.55795436303177,30,68.82786154584151
9,22518.0,68.0,1701643126.2048008,0.021166563034057617,80.31535385620474,50.31535385620474,30,70.04289351414049
10,22586.0,68.0,1701643126.2257295,0.020928621292114258,81.22847541039633,51.22847541039633,30,72.9121890886258
11,22654.0,68.0,1701643126.2468278,0.02109837532043457,80.574924570305,50.574924570305,30,71.03631940287525
12,22722.0,68.0,1701643126.267577,0.02074909210205078,81.93129567495518,51.93129567495518,30,75.33421566764376
13,22790.0,68.0,1701643126.2887604,0.021183490753173828,80.25117388857625,50.25117388857625,30,70.66360751518741
14,22859.0,69.0,1701643126.3096337,0.020873308181762695,82.64142822876332,52.64142822876332,30,78.3657684035324
15,22928.0,69.0,1701643126.3307915,0.02115774154663086,81.53044105384147,51.53044105384147,30,73.97713042757992
16,22996.0,68.0,1701643126.3515882,0.020796775817871094,81.74344017975879,51.74344017975879,30,76.113849107308
17,23065.0,69.0,1701643126.3728268,0.02123856544494629,81.22017489700384,51.220174897003844,30,75.24681805135654
18,23134.0,69.0,1701643126.393707,0.02088022232055664,82.61406289250725,52.61406289250725,30,79.51077004334293
19,23203.0,69.0,1701643126.414767,0.02105998992919922,81.90887107729928,51.90887107729928,30,77.04896669018643
