,DeltEncoder,LoopTimes,CurrRpm,ChangeInRpm,SetRpm,CurrTime
0,-1.0,0.004712581634521484,-5.304947890316705,45.304947890316704,40,1701832601.371516
1,0.0,0.02141284942626953,0.0,40.0,40,1701832601.3929288
2,0.0,0.020581483840942383,0.0,40.0,40,1701832601.4135103
3,0.0,0.021102428436279297,0.0,40.0,40,1701832601.4346128
4,3.0,0.02086186408996582,3.5950766276956836,36.40492337230432,40,1701832601.4554746
5,5.0,0.021176576614379883,5.9027482239560465,34.097251776043954,40,1701832601.4766512
6,7.0,0.020823955535888672,8.403782830711457,31.596217169288543,40,1701832601.4974751
7,5.0,0.0211637020111084,5.906339067446235,34.09366093255377,40,1701832601.5186388
8,9.0,0.020865201950073242,10.7835045420785,29.2164954579215,40,1701832601.539504
9,16.0,0.021119117736816406,18.94018514337322,21.05981485662678,40,1701832601.5606232
10,15.0,0.020806074142456055,18.023582797621096,21.976417202378904,40,1701832601.5814292
11,19.0,0.021255016326904297,22.347665731912507,17.652334268087493,40,1701832601.6026843
12,17.0,0.020778179168701172,20.454150315547906,19.545849684452094,40,1701832601.6234624
13,16.0,0.02112126350402832,18.93826095790674,21.06173904209326,40,1701832601.6445837
14,14.0,0.02100396156311035,16.66352316196919,23.33647683803081,40,1701832601.6655877
15,12.0,0.021028518676757812,14.266340136054422,25.733659863945576,40,1701832601.6866162
16,15.0,0.020769357681274414,18.055445226315246,21.944554773684754,40,1701832601.7073855
17,18.0,0.021183490753173828,21.24295779403489,18.75704220596511,40,1701832601.728569
18,21.0,0.020808935165405273,25.229546626336234,14.770453373663766,40,1701832601.749378
19,20.0,0.02119278907775879,23.592930508836865,16.407069491163135,40,1701832601.7705708
20,16.0,0.020988941192626953,19.057654996933003,20.942345003066997,40,1701832601.7915597
21,12.0,0.021000385284423828,14.285452192275379,25.71454780772462,40,1701832601.81256
22,12.0,0.021233081817626953,14.128895775786566,25.871104224213433,40,1701832601.8337932
23,16.0,0.020794391632080078,19.235955880666836,20.764044119333164,40,1701832601.8545876
24,22.0,0.021121740341186523,26.039520944565474,13.960479055434526,40,1701832601.8757093
25,24.0,0.020795345306396484,28.852610579899565,11.147389420100435,40,1701832601.8965046
26,21.0,0.02121591567993164,24.745573460993864,15.254426539006136,40,1701832601.9177206
27,15.0,0.020784378051757812,18.042396989997247,21.957603010002753,40,1701832601.938505
28,12.0,0.021124839782714844,14.201291138097602,25.798708861902398,40,1701832601.9596298
29,12.0,0.020856380462646484,14.384087427696107,25.61591257230389,40,1701832601.9804862
30,18.0,0.0211179256439209,21.308911092294665,18.691088907705335,40,1701832602.001604
31,25.0,0.020962238311767578,29.81551830031164,10.184481699688359,40,1701832602.0225663
32,28.0,0.021161794662475586,33.07847992879595,6.92152007120405,40,1701832602.043728
33,23.0,0.020746231079101562,27.7158775397628,12.2841224602372,40,1701832602.0644743
34,18.0,0.021170854568481445,21.255637014764012,18.744362985235988,40,1701832602.0856452
35,13.0,0.020827770233154297,15.60416676205957,24.39583323794043,40,1701832602.106473
36,12.0,0.02115035057067871,14.18416205431119,25.81583794568881,40,1701832602.1276233
37,16.0,0.020854949951171875,19.180098774464973,20.819901225535027,40,1701832602.1484783
38,23.0,0.02111029624938965,27.237893452898593,12.762106547101407,40,1701832602.1695886
39,27.0,0.020802736282348633,32.44765452190756,7.552345478092441,40,1701832602.1903913
40,24.0,0.021152257919311523,28.365766070402056,11.634233929597944,40,1701832602.2115436
41,18.0,0.020853519439697266,21.579091304049573,18.420908695950427,40,1701832602.232397
42,13.0,0.021151304244995117,15.36548272558192,24.63451727441808,40,1701832602.2535484
43,11.0,0.021272659301757812,12.927391733165964,27.072608266834038,40,1701832602.274821
44,16.0,0.020682096481323242,19.340399091611236,20.659600908388764,40,1701832602.2955031
45,19.0,0.02122783660888672,22.376279257828294,17.623720742171706,40,1701832602.316731
46,15.0,0.020786523818969727,18.04053449561278,21.95946550438722,40,1701832602.3375175
47,18.0,0.021143198013305664,21.283440646812732,18.716559353187268,40,1701832602.3586607
48,18.0,0.02081131935119629,21.622848239755296,18.377151760244704,40,1701832602.379472
49,22.0,0.021141767501831055,26.014854243022274,13.985145756977726,40,1701832602.4006138
50,22.0,0.020827054977416992,26.40795833094843,13.592041669051572,40,1701832602.4214408
51,21.0,0.021224260330200195,24.735844351332833,15.264155648667167,40,1701832602.442665
52,17.0,0.020905256271362305,20.329815357594974,19.670184642405026,40,1701832602.4635704
53,15.0,0.021078109741210938,17.790969143063975,22.209030856936025,40,1701832602.4846485
54,16.0,0.02090144157409668,19.137435979330878,20.862564020669122,40,1701832602.50555
55,21.0,0.021209001541137695,24.75364052294929,15.24635947705071,40,1701832602.526759
56,27.0,0.020685672760009766,32.63128097554229,7.368719024457711,40,1701832602.5474446
57,26.0,0.02117919921875,30.690489913544667,9.309510086455333,40,1701832602.5686238
58,23.0,0.02083873748779297,27.5928424328406,12.407157567159398,40,1701832602.5894625
59,17.0,0.021253585815429688,19.996625684286098,20.003374315713902,40,1701832602.610716
60,14.0,0.020705699920654297,16.903558022246276,23.096441977753724,40,1701832602.6314218
61,14.0,0.021173477172851562,16.53011440410774,23.46988559589226,40,1701832602.6525953
