,DeltEncoder,LoopTimes,CurrRpm,ChangeInRpm,SetRpm,CurrTime
0,-1.0,0.8016936779022217,-0.031183980476704117,40.031183980476705,40,1701925234.2777245
1,0.0,0.0006127357482910156,0.0,40.0,40,1701925234.2783372
2,0.0,0.0005624294281005859,0.0,40.0,40,1701925234.2788997
3,0.0,0.000362396240234375,0.0,40.0,40,1701925234.279262
4,0.0,0.0003688335418701172,0.0,40.0,40,1701925234.279631
5,0.0,0.00035691261291503906,0.0,40.0,40,1701925234.2799878
6,0.0,0.0003688335418701172,0.0,40.0,40,1701925234.2803566
7,0.0,0.0003476142883300781,0.0,40.0,40,1701925234.2807043
8,0.0,0.0003898143768310547,0.0,40.0,40,1701925234.281094
9,0.0,0.00031256675720214844,0.0,40.0,40,1701925234.2814066
10,0.0,0.0003268718719482422,0.0,40.0,40,1701925234.2817335
11,0.0,0.0002617835998535156,0.0,40.0,40,1701925234.2819953
12,0.0,0.00036263465881347656,0.0,40.0,40,1701925234.282358
13,0.0,0.00030493736267089844,0.0,40.0,40,1701925234.2826629
14,0.0,0.0002849102020263672,0.0,40.0,40,1701925234.2829478
15,0.0,0.00022459030151367188,0.0,40.0,40,1701925234.2831724
16,0.0,0.0003981590270996094,0.0,40.0,40,1701925234.2835705
17,0.0,0.00024509429931640625,0.0,40.0,40,1701925234.2838156
18,0.0,0.0002167224884033203,0.0,40.0,40,1701925234.2840323
19,0.0,0.0002701282501220703,0.0,40.0,40,1701925234.2843025
20,0.0,0.00022411346435546875,0.0,40.0,40,1701925234.2845266
21,0.0,0.00021839141845703125,0.0,40.0,40,1701925234.284745
22,0.0,0.0003559589385986328,0.0,40.0,40,1701925234.285101
23,0.0,0.0003044605255126953,0.0,40.0,40,1701925234.2854054
24,0.0,0.00022602081298828125,0.0,40.0,40,1701925234.2856314
25,0.0,0.00021696090698242188,0.0,40.0,40,1701925234.2858484
26,0.0,0.0002219676971435547,0.0,40.0,40,1701925234.2860703
27,0.0,0.0002231597900390625,0.0,40.0,40,1701925234.2862935
28,0.0,0.0003046989440917969,0.0,40.0,40,1701925234.2865982
29,0.0,0.0002224445343017578,0.0,40.0,40,1701925234.2868207
30,0.0,0.000209808349609375,0.0,40.0,40,1701925234.2870305
31,0.0,0.00021028518676757812,0.0,40.0,40,1701925234.2872407
32,0.0,0.00021123886108398438,0.0,40.0,40,1701925234.287452
33,0.0,0.00021409988403320312,0.0,40.0,40,1701925234.287666
34,0.0,0.00025773048400878906,0.0,40.0,40,1701925234.2879238
35,0.0,0.00022292137145996094,0.0,40.0,40,1701925234.2881467
36,0.0,0.00022912025451660156,0.0,40.0,40,1701925234.2883759
37,0.0,0.00018930435180664062,0.0,40.0,40,1701925234.2885652
38,0.0,0.0040493011474609375,0.0,40.0,40,1701925234.2926145
39,12.0,0.02119278907775879,14.155758305302118,25.84424169469788,40,1701925234.3138072
40,49.0,0.020801305770874023,58.890533771934855,-18.890533771934855,40,1701925234.3346086
