,DeltEncoder,LoopTimes,CurrRpm,ChangeInRpm,SetRpm,CurrTime,PWMReq
0,-1.0,0.010665655136108398,-2.3439722812115793,-1,-1,1706740503.5601115,400
1,0.0,0.011167764663696289,0.0,-1,-1,1706740503.5712793,400
2,2.0,0.010938882827758789,4.5708506789302765,-1,-1,1706740503.5822182,400
3,14.0,0.0109100341796875,32.08055944055944,-1,-1,1706740503.5931282,400
4,30.0,0.011469841003417969,65.38887503117985,-1,-1,1706740503.604598,400
5,49.0,0.010714054107666016,114.33580488673283,-1,-1,1706740503.615312,400
6,63.0,0.01115274429321289,141.22084740690067,-1,-1,1706740503.6264648,400
7,76.0,0.011110782623291016,171.00505557701385,-1,-1,1706740503.6375756,400
8,84.0,0.010719776153564453,195.89961300653886,-1,-1,1706740503.6482954,400
9,92.0,0.011328697204589844,203.02422762858828,-1,-1,1706740503.659624,400
10,97.0,0.010921478271484375,222.0395389451624,-1,-1,1706740503.6705456,400
11,102.0,0.010702371597290039,238.26494686894338,-1,-1,1706740503.681248,400
12,106.0,0.010933399200439453,242.37658859959004,-1,-1,1706740503.6921813,400
13,108.0,0.011432170867919922,236.17561626694473,-1,-1,1706740503.7036135,400
14,110.0,0.010988473892211914,250.26223176896875,-1,-1,1706740503.714602,400
15,113.0,0.010950803756713867,257.9719318107596,-1,-1,1706740503.7255528,400
16,114.0,0.010836362838745117,263.0033750632549,-1,-1,1706740503.7363892,400
17,115.0,0.011290550231933594,254.63772278064025,-1,-1,1706740503.7476797,400
18,116.0,0.01085805892944336,267.08272803126783,-1,-1,1706740503.7585378,400
19,118.0,0.011154890060424805,264.4580075662043,-1,-1,1706740503.7696927,400
20,118.0,0.010833740234375,272.2974647887324,-1,-1,1706740503.7805264,400
21,120.0,0.010779619216918945,278.30296596111737,-1,-1,1706740503.791306,400
22,120.0,0.011227846145629883,267.1928312063364,-1,-1,1706740503.8025339,400
23,120.0,0.011093616485595703,270.42578981302387,-1,-1,1706740503.8136275,400
24,122.0,0.010991096496582031,277.49733622559654,-1,-1,1706740503.8246186,400
25,121.0,0.010814428329467773,279.71890032849046,-1,-1,1706740503.835433,400
26,122.0,0.011097192764282227,274.8442840262112,-1,-1,1706740503.8465302,400
27,123.0,0.011146306991577148,275.8761267138671,-1,-1,1706740503.8576765,400
28,123.0,0.010882139205932617,282.5731174550314,-1,-1,1706740503.8685586,400
29,122.0,0.010838985443115234,281.3916501693722,-1,-1,1706740503.8793976,400
30,123.0,0.011127233505249023,276.3490133059073,-1,-1,1706740503.8905249,400
