,DeltEncoder,LoopTimes,CurrRpm,ChangeInRpm,SetRpm,CurrTime,PWMReq
0,-1.0,0.012261152267456055,-2.0389600793357574,-1,-1,1706745329.1505804,50.0
1,-1.0,0.00012803077697753906,-195.2655493482309,-1,-1,1706745329.1507084,49.9
2,-1.0,0.010788202285766602,-2.317346239695905,-1,-1,1706745329.1614966,49.8
3,-1.0,7.271766662597656e-05,-343.7954098360656,-1,-1,1706745329.1615694,49.7
4,-1.0,0.011208057403564453,-2.2305381833652413,-1,-1,1706745329.1727774,49.6
5,-1.0,5.745887756347656e-05,-435.09377593360995,-1,-1,1706745329.1728349,49.5
6,-1.0,0.011029481887817383,-2.2666522556797304,-1,-1,1706745329.1838644,49.4
7,-1.0,6.270408630371094e-05,-398.69809885931556,-1,-1,1706745329.183927,49.3
8,-1.0,3.647804260253906e-05,-685.3437908496732,-1,-1,1706745329.1839635,49.2
9,-1.0,0.010880708694458008,-2.2976444551569997,-1,-1,1706745329.1948442,49.1
10,-1.0,0.011156320571899414,-2.240882183232535,-1,-1,1706745329.2060006,49.0
11,-85.0,0.010887384414672852,-195.18002846819226,-1,-1,1706745329.216888,48.9
12,-69.0,0.01112985610961914,-154.98852662696544,-1,-1,1706745329.2280178,48.8
13,-178.0,0.011029958724975586,-403.44665931738103,-1,-1,1706745329.2390478,48.7
14,-1.0,0.010993003845214844,-2.2741736791879936,-1,-1,1706745329.2500408,48.6
15,-121.0,0.010885953903198242,-277.88102236141833,-1,-1,1706745329.2609267,48.5
16,-1.0,0.011302709579467773,-2.2118590081633513,-1,-1,1706745329.2722294,48.4
17,-116.0,0.010962724685668945,-264.53277658163154,-1,-1,1706745329.2831922,48.3
18,-1.0,0.01085042953491211,-2.3040562513733245,-1,-1,1706745329.2940426,48.2
19,-47.0,0.010889053344726562,-107.90653354352776,-1,-1,1706745329.3049316,48.1
20,-63.0,0.010968685150146484,-143.59059253140896,-1,-1,1706745329.3159003,48.0
21,-122.0,0.011234283447265625,-271.49039049235995,-1,-1,1706745329.3271346,47.9
22,-1.0,0.010934591293334961,-2.286322307742625,-1,-1,1706745329.3380692,47.8
23,-69.0,0.010867595672607422,-158.72876135316574,-1,-1,1706745329.3489368,47.7
24,-76.0,0.010966062545776367,-173.26182411131646,-1,-1,1706745329.3599029,47.6
25,-65.0,0.011306285858154297,-143.72535953776728,-1,-1,1706745329.3712091,47.5
26,-44.0,0.010953426361083984,-100.42519698750598,-1,-1,1706745329.3821626,47.4
27,-100.0,0.010921239852905273,-228.91173838059686,-1,-1,1706745329.3930838,47.3
28,-126.0,0.010828495025634766,-290.8991501166938,-1,-1,1706745329.4039123,47.2
29,-1.0,0.011322736740112305,-2.2079467688614685,-1,-1,1706745329.415235,47.1
30,-68.0,0.01089620590209961,-156.01760973261565,-1,-1,1706745329.4261312,47.0
31,-44.0,0.010983467102050781,-100.1505253104107,-1,-1,1706745329.4371147,46.9
32,-53.0,0.01086115837097168,-121.99435407748875,-1,-1,1706745329.4479759,46.8
33,-81.0,0.010917425155639648,-185.48329584416152,-1,-1,1706745329.4588933,46.7
34,-84.0,0.011323213577270508,-185.459718274272,-1,-1,1706745329.4702165,46.6
35,-122.0,0.010939836502075195,-278.79758526751664,-1,-1,1706745329.4811563,46.5
36,-1.0,0.010893106460571289,-2.295029438157981,-1,-1,1706745329.4920495,46.4
37,-71.0,0.010606050491333008,-167.35730246150388,-1,-1,1706745329.5026555,46.3
38,-106.0,0.011534690856933594,-229.74174452252998,-1,-1,1706745329.5141902,46.2
39,-1.0,0.010954618453979492,-2.282142468496311,-1,-1,1706745329.5251448,46.1
40,-106.0,0.010901451110839844,-243.08690403289302,-1,-1,1706745329.5360463,46.0
41,-121.0,0.010732650756835938,-281.85022214323794,-1,-1,1706745329.546779,45.9
42,-1.0,0.011128902435302734,-2.2464030164103,-1,-1,1706745329.5579078,45.8
43,-60.0,0.011269092559814453,-133.10743451952777,-1,-1,1706745329.569177,45.7
44,-126.0,0.010627508163452148,-296.4006191811554,-1,-1,1706745329.5798044,45.6
45,-144.0,0.011179924011230469,-322.00576644203704,-1,-1,1706745329.5909843,45.5
46,-109.0,0.010943174362182617,-249.0136691431186,-1,-1,1706745329.6019275,45.4
47,-101.0,0.011248588562011719,-224.47260703688002,-1,-1,1706745329.613176,45.3
48,-1.0,0.010926961898803711,-2.287918657677118,-1,-1,1706745329.624103,45.2
49,-122.0,0.010933399200439453,-278.9617340485848,-1,-1,1706745329.6350365,45.1
50,-1.0,0.010861873626708984,-2.301628693094517,-1,-1,1706745329.6458983,45.0
51,-122.0,0.010968685150146484,-278.06432204495064,-1,-1,1706745329.656867,44.9
52,-161.0,0.01128387451171875,-356.70371872887085,-1,-1,1706745329.668151,44.8
53,-1.0,0.010872364044189453,-2.299407920705232,-1,-1,1706745329.6790233,44.7
54,-96.0,0.010988712310791016,-218.4059362117596,-1,-1,1706745329.690012,44.6
55,-142.0,0.010881185531616211,-326.2512149696531,-1,-1,1706745329.7008932,44.5
56,-100.0,0.011217832565307617,-222.85945038362627,-1,-1,1706745329.712111,44.4
