,DeltEncoder,LoopTimes,CurrRpm,ChangeInRpm,SetRpm,CurrTime
0,-1.0,0.7977273464202881,-0.03133902844397236,40.0,40,1701925018.9364355
1,0.0,0.0005230903625488281,0.0,40.0,40,1701925018.9369586
2,0.0,0.0003654956817626953,0.0,40.0,40,1701925018.937324
3,0.0,0.0002872943878173828,0.0,40.0,40,1701925018.9376113
4,0.0,0.00026535987854003906,0.0,40.0,40,1701925018.9378767
5,0.0,0.00024318695068359375,0.0,40.0,40,1701925018.93812
6,0.0,0.00024008750915527344,0.0,40.0,40,1701925018.93836
7,0.0,0.00029587745666503906,0.0,40.0,40,1701925018.9386559
8,0.0,0.00026416778564453125,0.0,40.0,40,1701925018.93892
9,0.0,0.0002448558807373047,0.0,40.0,40,1701925018.9391649
10,0.0,0.00021600723266601562,0.0,40.0,40,1701925018.939381
11,0.0,0.0002105236053466797,0.0,40.0,40,1701925018.9395914
12,0.0,0.0002307891845703125,0.0,40.0,40,1701925018.9398222
13,0.0,0.0002522468566894531,0.0,40.0,40,1701925018.9400744
14,0.0,0.0002319812774658203,0.0,40.0,40,1701925018.9403064
15,0.0,0.000209808349609375,0.0,40.0,40,1701925018.9405162
16,0.0,0.00020742416381835938,0.0,40.0,40,1701925018.9407237
17,0.0,0.00022745132446289062,0.0,40.0,40,1701925018.940951
18,0.0,0.0002071857452392578,0.0,40.0,40,1701925018.9411583
19,0.0,0.0002090930938720703,0.0,40.0,40,1701925018.9413674
20,0.0,0.0002067089080810547,0.0,40.0,40,1701925018.941574
21,0.0,0.00020694732666015625,0.0,40.0,40,1701925018.941781
22,0.0,0.0002067089080810547,0.0,40.0,40,1701925018.9419878
23,0.0,0.00022649765014648438,0.0,40.0,40,1701925018.9422143
24,0.0,0.0004010200500488281,0.0,40.0,40,1701925018.9426153
25,0.0,0.0004341602325439453,0.0,40.0,40,1701925018.9430494
26,0.0,0.0004401206970214844,0.0,40.0,40,1701925018.9434896
27,0.0,0.0005555152893066406,0.0,40.0,40,1701925018.944045
28,0.0,0.0004627704620361328,0.0,40.0,40,1701925018.9445078
29,0.0,0.0004107952117919922,0.0,40.0,40,1701925018.9449186
30,0.0,0.0004742145538330078,0.0,40.0,40,1701925018.9453928
31,0.0,0.0004267692565917969,0.0,40.0,40,1701925018.9458196
32,0.0,0.00044155120849609375,0.0,40.0,40,1701925018.9462612
33,0.0,0.00047779083251953125,0.0,40.0,40,1701925018.946739
34,0.0,0.00045871734619140625,0.0,40.0,40,1701925018.9471977
35,0.0,0.000431060791015625,0.0,40.0,40,1701925018.9476287
36,0.0,0.000392913818359375,0.0,40.0,40,1701925018.9480217
37,0.0,0.00039839744567871094,0.0,40.0,40,1701925018.94842
38,0.0,0.0022513866424560547,0.0,40.0,40,1701925018.9506714
39,0.0,0.020884990692138672,0.0,40.0,40,1701925018.9715564
40,0.0,0.02120518684387207,0.0,40.0,40,1701925018.9927616
41,0.0,0.020778417587280273,0.0,40.0,40,1701925019.01354
42,0.0,0.0211794376373291,0.0,40.0,40,1701925019.0347195
43,0.0,0.020774126052856445,0.0,40.0,40,1701925019.0554936
44,0.0,0.021227359771728516,0.0,40.0,40,1701925019.076721
45,0.0,0.020734310150146484,0.0,40.0,40,1701925019.0974553
46,0.0,0.021226882934570312,0.0,40.0,40,1701925019.1186821
47,0.0,0.020795345306396484,0.0,40.0,40,1701925019.1394775
48,0.0,0.021161556243896484,0.0,40.0,40,1701925019.160639
49,0.0,0.021131277084350586,0.0,40.0,40,1701925019.1817703
50,0.0,0.020958662033081055,0.0,40.0,40,1701925019.202729
51,0.0,0.021063804626464844,0.0,40.0,40,1701925019.2237928
52,0.0,0.020870208740234375,0.0,40.0,40,1701925019.244663
53,0.0,0.021181583404541016,0.0,40.0,40,1701925019.2658446
54,0.0,0.020842552185058594,0.0,40.0,40,1701925019.2866871
55,0.0,0.02109980583190918,0.0,40.0,40,1701925019.307787
56,0.0,0.020853281021118164,0.0,40.0,40,1701925019.3286402
57,0.0,0.021092891693115234,0.0,40.0,40,1701925019.349733
58,0.0,0.020939350128173828,0.0,40.0,40,1701925019.3706725
59,0.0,0.02106785774230957,0.0,40.0,40,1701925019.3917403
60,0.0,0.020745515823364258,0.0,40.0,40,1701925019.4124858
61,0.0,0.021284818649291992,0.0,40.0,40,1701925019.4337707
62,0.0,0.020763158798217773,0.0,40.0,40,1701925019.4545338
63,0.0,0.021109819412231445,0.0,40.0,40,1701925019.4756436
64,0.0,0.02088475227355957,0.0,40.0,40,1701925019.4965284
65,0.0,0.02112269401550293,0.0,40.0,40,1701925019.517651
66,0.0,0.020869970321655273,0.0,40.0,40,1701925019.538521
67,0.0,0.021105527877807617,0.0,40.0,40,1701925019.5596266
68,0.0,0.020862579345703125,0.0,40.0,40,1701925019.5804892
69,0.0,0.021117687225341797,0.0,40.0,40,1701925019.6016068
70,0.0,0.021070003509521484,0.0,40.0,40,1701925019.6226768
71,0.0,0.020903587341308594,0.0,40.0,40,1701925019.6435804
72,0.0,0.021160364151000977,0.0,40.0,40,1701925019.6647408
73,0.0,0.020800352096557617,0.0,40.0,40,1701925019.6855412
74,0.0,0.02124762535095215,0.0,40.0,40,1701925019.7067888
75,0.0,0.02081131935119629,0.0,40.0,40,1701925019.7276
76,0.0,0.021132230758666992,0.0,40.0,40,1701925019.7487323
77,0.0,0.02084827423095703,0.0,40.0,40,1701925019.7695806
78,0.0,0.0211031436920166,0.0,40.0,40,1701925019.7906837
79,0.0,0.020789146423339844,0.0,40.0,40,1701925019.811473
80,0.0,0.021173477172851562,0.0,40.0,40,1701925019.8326464
81,0.0,0.020833492279052734,0.0,40.0,40,1701925019.8534799
82,0.0,0.02114391326904297,0.0,40.0,40,1701925019.8746238
83,0.0,0.02079916000366211,0.0,40.0,40,1701925019.895423
84,0.0,0.021154165267944336,0.0,40.0,40,1701925019.916577
85,0.0,0.020834684371948242,0.0,40.0,40,1701925019.9374118
86,0.0,0.02126479148864746,0.0,40.0,40,1701925019.9586766
87,0.0,0.02071356773376465,0.0,40.0,40,1701925019.9793901
88,0.0,0.021171092987060547,0.0,40.0,40,1701925020.0005612
89,0.0,0.02084636688232422,0.0,40.0,40,1701925020.0214076
90,0.0,0.02120041847229004,0.0,40.0,40,1701925020.042608
91,0.0,0.021091461181640625,0.0,40.0,40,1701925020.0636995
92,0.0,0.020807504653930664,0.0,40.0,40,1701925020.084507
93,0.0,0.02117776870727539,0.0,40.0,40,1701925020.1056848
94,0.0,0.020840883255004883,0.0,40.0,40,1701925020.1265256
95,0.0,0.02118706703186035,0.0,40.0,40,1701925020.1477127
96,0.0,0.020833969116210938,0.0,40.0,40,1701925020.1685467
97,0.0,0.021109819412231445,0.0,40.0,40,1701925020.1896565
98,0.0,0.020903825759887695,0.0,40.0,40,1701925020.2105603
99,0.0,0.0212099552154541,0.0,40.0,40,1701925020.2317703
100,0.0,0.02071857452392578,0.0,40.0,40,1701925020.2524889
101,0.0,0.021195650100708008,0.0,40.0,40,1701925020.2736845
102,0.0,0.020798683166503906,0.0,40.0,40,1701925020.2944832
103,0.0,0.021188020706176758,0.0,40.0,40,1701925020.3156712
104,0.0,0.02075982093811035,0.0,40.0,40,1701925020.336431
