,DeltEncoder,LoopTimess,CurrRpm,ChangeInRpm
0,0.0,0.0210111141204834,0.0,40.0
1,0.0,0.020852088928222656,0.0,40.0
2,0.0,0.02078986167907715,0.0,40.0
3,0.0,0.02080845832824707,0.0,40.0
4,0.0,0.02069377899169922,0.0,40.0
5,0.0,0.020911216735839844,0.0,40.0
6,0.0,0.02079319953918457,0.0,40.0
7,0.0,0.020901918411254883,0.0,40.0
8,0.0,0.020694732666015625,0.0,40.0
9,0.0,0.02077507972717285,0.0,40.0
10,0.0,0.020747900009155273,0.0,40.0
11,0.0,0.02109670639038086,0.0,40.0
12,0.0,0.021310091018676758,0.0,40.0
13,0.0,0.021040916442871094,0.0,40.0
14,0.0,0.021295547485351562,0.0,40.0
15,0.0,0.021021127700805664,0.0,40.0
16,0.0,0.021111011505126953,0.0,40.0
17,0.0,0.02125096321105957,0.0,40.0
18,0.0,0.02113628387451172,0.0,40.0
19,0.0,0.021596908569335938,0.0,40.0
20,0.0,0.02118849754333496,0.0,40.0
21,0.0,0.021134376525878906,0.0,40.0
22,0.0,0.020876169204711914,0.0,40.0
23,0.0,0.020842552185058594,0.0,40.0
24,0.0,0.020823001861572266,0.0,40.0
25,0.0,0.02079486846923828,0.0,40.0
26,0.0,0.020773887634277344,0.0,40.0
27,0.0,0.02095198631286621,0.0,40.0
28,0.0,0.02084183692932129,0.0,40.0
29,0.0,0.02073383331298828,0.0,40.0
30,0.0,0.020708084106445312,0.0,40.0
31,0.0,0.021404504776000977,0.0,40.0
32,0.0,0.021167755126953125,0.0,40.0
33,0.0,0.021158933639526367,0.0,40.0
34,0.0,0.021114349365234375,0.0,40.0
35,0.0,0.0211942195892334,0.0,40.0
36,0.0,0.02118396759033203,0.0,40.0
37,0.0,0.021327495574951172,0.0,40.0
38,0.0,0.021329402923583984,0.0,40.0
39,0.0,0.021115541458129883,0.0,40.0
40,0.0,0.021189212799072266,0.0,40.0
41,0.0,0.020818471908569336,0.0,40.0
42,0.0,0.02101898193359375,0.0,40.0
43,0.0,0.0207674503326416,0.0,40.0
44,0.0,0.020955324172973633,0.0,40.0
45,0.0,0.020863056182861328,0.0,40.0
46,0.0,0.020493745803833008,0.0,40.0
47,0.0,0.02083277702331543,0.0,40.0
48,0.0,0.020603418350219727,0.0,40.0
49,0.0,0.0206758975982666,0.0,40.0
50,0.0,0.020845651626586914,0.0,40.0
51,0.0,0.021102190017700195,0.0,40.0
52,0.0,0.02123284339904785,0.0,40.0
53,0.0,0.021029233932495117,0.0,40.0
54,0.0,0.021370649337768555,0.0,40.0
55,0.0,0.021155357360839844,0.0,40.0
56,0.0,0.0211637020111084,0.0,40.0
57,0.0,0.02126598358154297,0.0,40.0
58,0.0,0.021091938018798828,0.0,40.0
59,0.0,0.02111673355102539,0.0,40.0
60,0.0,0.02116250991821289,0.0,40.0
61,0.0,0.021107912063598633,0.0,40.0
62,0.0,0.02082061767578125,0.0,40.0
63,0.0,0.020777225494384766,0.0,40.0
64,0.0,0.020804166793823242,0.0,40.0
65,0.0,0.020865917205810547,0.0,40.0
66,0.0,0.0207974910736084,0.0,40.0
67,0.0,0.020673751831054688,0.0,40.0
68,0.0,0.020757436752319336,0.0,40.0
69,0.0,0.020843029022216797,0.0,40.0
70,0.0,0.020837783813476562,0.0,40.0
71,0.0,0.02078557014465332,0.0,40.0
72,0.0,0.021059513092041016,0.0,40.0
73,0.0,0.021172761917114258,0.0,40.0
74,0.0,0.021060943603515625,0.0,40.0
75,0.0,0.0211331844329834,0.0,40.0
76,0.0,0.02118992805480957,0.0,40.0
77,0.0,0.021198272705078125,0.0,40.0
78,0.0,0.021292448043823242,0.0,40.0
79,0.0,0.02117753028869629,0.0,40.0
80,0.0,0.021045923233032227,0.0,40.0
81,0.0,0.02122354507446289,0.0,40.0
82,0.0,0.02075934410095215,0.0,40.0
83,0.0,0.02085256576538086,0.0,40.0
84,0.0,0.020704269409179688,0.0,40.0
85,0.0,0.020827293395996094,0.0,40.0
86,0.0,0.020874738693237305,0.0,40.0
87,0.0,0.02089548110961914,0.0,40.0
88,0.0,0.02122044563293457,0.0,40.0
89,0.0,0.020863056182861328,0.0,40.0
90,0.0,0.020830631256103516,0.0,40.0
91,0.0,0.02117753028869629,0.0,40.0
92,0.0,0.02126598358154297,0.0,40.0
93,0.0,0.02119135856628418,0.0,40.0
94,0.0,0.02117133140563965,0.0,40.0
95,0.0,0.021118640899658203,0.0,40.0
96,0.0,0.021320581436157227,0.0,40.0
97,0.0,0.02089095115661621,0.0,40.0
98,0.0,0.021174907684326172,0.0,40.0
99,0.0,0.021198511123657227,0.0,40.0
100,0.0,0.02112436294555664,0.0,40.0
101,0.0,0.021123886108398438,0.0,40.0
102,0.0,0.020798683166503906,0.0,40.0
103,0.0,0.02085256576538086,0.0,40.0
104,0.0,0.02091670036315918,0.0,40.0
105,0.0,0.0209348201751709,0.0,40.0
106,0.0,0.021078824996948242,0.0,40.0
107,0.0,0.020915985107421875,0.0,40.0
108,0.0,0.020792007446289062,0.0,40.0
109,0.0,0.02080535888671875,0.0,40.0
