,PositionErr,LoopTimes,CurrTime
0,0.0,0.012927756309509278,1710289476.228591
1,0.0,0.013258566856384277,1710289476.2683818
2,0.0,0.013642735481262207,1710289476.3103516
3,0.0,0.014330759048461914,1710289476.3870249
4,0.0,0.014946165084838868,1710289476.4538946
5,0.0,0.015603451728820801,1710289476.526986
6,0.0,0.016250541210174562,1710289476.5971043
7,0.0,0.016872286796569824,1710289476.664718
8,0.0,0.017511310577392577,1710289476.7329323
9,0.0,0.01816396713256836,1710289476.8030133
10,0.0,0.018794984817504884,1710289476.872287
11,0.0,0.019476351737976075,1710289476.9459689
12,0.0,0.020125231742858886,1710289477.0172195
13,0.0,0.02074298858642578,1710289477.0866714
14,0.0,0.02134499788284302,1710289477.152784
15,0.0,0.022012999057769777,1710289477.226178
16,0.0,0.022625522613525392,1710289477.2929204
17,0.0,0.023286962509155275,1710289477.3647501
18,0.0,0.023907461166381837,1710289477.4322727
19,0.0,0.0245741605758667,1710289477.5070777
20,0.0,0.025178112983703614,1710289477.5754156
21,0.0,0.025815486907958984,1710289477.6447093
22,0.0,0.026444923877716065,1710289477.7139804
23,0.0,0.02709184408187866,1710289477.784839
24,0.0,0.027710046768188477,1710289477.8534193
25,0.0,0.028332135677337646,1710289477.9250855
26,0.0,0.028954579830169677,1710289477.9931004
27,0.0,0.029568731784820557,1710289478.0595973
28,0.0,0.03023850917816162,1710289478.1333058
29,0.0,0.030851104259490968,1710289478.2041073
30,0.0,0.03147646188735962,1710289478.2744136
31,0.0,0.03208160638809204,1710289478.3413482
32,0.0,0.032741539478302,1710289478.4128613
33,-10.0,0.03336127281188965,1710289478.4803708
34,-6.0,0.03402426242828369,1710289478.554795
35,-4.0,0.03462564706802368,1710289478.6210148
36,-5.0,0.03528858423233032,1710289478.6920245
37,-3.0,0.03587062358856201,1710289478.7553546
38,-1.0,0.03658840417861939,1710289478.8329794
39,1.0,0.03721410512924194,1710289478.9013479
40,2.0,0.037873244285583495,1710289478.9738061
41,1.0,0.03848891019821167,1710289479.0417187
42,-2.0,0.03917557239532471,1710289479.1169229
43,-4.0,0.0397633695602417,1710289479.1819253
44,-5.0,0.04037833452224732,1710289479.248942
45,-4.0,0.041041598320007325,1710289479.325988
46,-1.0,0.041618332862854004,1710289479.3914404
47,0.0,0.04226043224334717,1710289479.4611814
48,0.0,0.04289262056350708,1710289479.5300565
49,-2.0,0.0435454797744751,1710289479.603677
50,-3.0,0.04414135694503784,1710289479.6690176
51,-3.0,0.04479395627975464,1710289479.7394123
52,-2.0,0.045429291725158694,1710289479.8099122
53,0.0,0.04607614755630493,1710289479.8826883
54,2.0,0.046685495376586915,1710289479.9498112
55,4.0,0.04730467319488525,1710289480.0172503
56,7.0,0.04809344530105591,1710289480.1155007
57,11.0,0.04845044374465943,1710289480.1577902
58,16.0,0.049043638706207274,1710289480.2203348
59,21.0,0.049749786853790286,1710289480.2966106
60,25.0,0.050400948524475096,1710289480.3679667
61,24.0,0.05102805852890015,1710289480.439006
62,26.0,0.05162564754486084,1710289480.506717
63,27.0,0.05226429224014282,1710289480.5783842
64,31.0,0.05287254095077515,1710289480.6446974
65,41.0,0.0535274076461792,1710289480.717083
66,56.0,0.05415275096893311,1710289480.7859926
67,72.0,0.05479900360107422,1710289480.8571203
68,89.0,0.05541297674179077,1710289480.923887
69,103.0,0.05608037233352661,1710289480.9971223
70,115.0,0.0566927433013916,1710289481.0646086
71,130.0,0.05730738878250122,1710289481.131714
72,149.0,0.057973408699035646,1710289481.2040532
73,0.0,0.05860498905181885,1710289481.273967
74,0.0,0.05925034046173096,1710289481.344068
75,0.0,0.05986836194992065,1710289481.4114401
76,0.0,0.06053176403045654,1710289481.486172
77,0.0,0.06113020658493042,1710289481.554162
78,0.0,0.06176902532577515,1710289481.6237013
79,0.0,0.06239536762237549,1710289481.6918058
80,0.0,0.06305823802947998,1710289481.7636795
81,0.0,0.0636623215675354,1710289481.830325
82,0.0,0.06433743000030517,1710289481.9058697
83,0.0,0.06494220495223998,1710289481.9735277
84,0.0,0.06559035539627076,1710289482.043967
85,0.0,0.06621538877487182,1710289482.1138024
86,0.0,0.06685450315475464,1710289482.1835608
87,0.0,0.06747705459594727,1710289482.2524598
88,0.0,0.06811140298843384,1710289482.324239
89,0.0,0.06874022245407105,1710289482.3926764
90,0.0,0.06939130544662475,1710289482.4633152
