,PositionErr,LoopTimes,CurrTime
0,0.0,1.5216243267059326,1710445772.9712288
1,0.0,0.01896190643310547,1710445772.9901931
2,-150.0,0.06029844284057617,1710445773.0504959
3,-148.0,0.07885026931762695,1710445773.129353
4,0.0,0.05883646011352539,1710445773.1881933
5,0.0,0.07530593872070312,1710445773.2635076
6,0.0,0.07135438919067383,1710445773.3348687
7,0.0,0.0696420669555664,1710445773.4045172
8,0.0,0.06772375106811523,1710445773.4722457
9,0.0,0.07075715065002441,1710445773.5430071
10,0.0,0.07262372970581055,1710445773.6156387
11,0.0,0.06965494155883789,1710445773.685301
12,0.0,0.07154655456542969,1710445773.756854
13,0.0,0.07005786895751953,1710445773.8269193
14,0.0,0.0659492015838623,1710445773.892875
15,0.0,0.07220983505249023,1710445773.9650927
16,0.0,0.07091593742370605,1710445774.0360172
17,0.0,0.0685882568359375,1710445774.1046119
18,0.0,0.06827306747436523,1710445774.1728911
19,0.0,0.07170772552490234,1710445774.244607
20,0.0,0.06796693801879883,1710445774.3125823
21,0.0,0.10422372817993164,1710445774.4168134
22,0.0,0.033826589584350586,1710445774.4506426
23,0.0,0.0734093189239502,1710445774.5240588
24,0.0,0.07150912284851074,1710445774.5955768
25,0.0,0.07124185562133789,1710445774.666827
26,0.0,0.06842827796936035,1710445774.7352636
27,0.0,0.06940460205078125,1710445774.804676
28,0.0,0.07164192199707031,1710445774.8763306
29,0.0,0.06839346885681152,1710445774.9447324
30,0.0,0.07236456871032715,1710445775.0171032
31,0.0,0.06859159469604492,1710445775.0857036
32,0.0,0.06648540496826172,1710445775.1521971
33,0.0,0.07346272468566895,1710445775.2256668
34,0.0,0.07130694389343262,1710445775.2969816
35,0.0,0.06836104393005371,1710445775.365354
36,0.0,0.06906533241271973,1710445775.4344277
37,0.0,0.07009768486022949,1710445775.5045345
38,0.0,0.06929540634155273,1710445775.5738368
39,0.0,0.07262325286865234,1710445775.646469
40,0.0,0.07262825965881348,1710445775.7191052
41,0.0,0.0669257640838623,1710445775.7860389
42,0.0,0.06693530082702637,1710445775.85298
43,0.0,0.07256174087524414,1710445775.925549
44,0.0,0.06995296478271484,1710445775.9955108
45,0.0,0.06970596313476562,1710445776.065226
46,0.0,0.06985306739807129,1710445776.135089
47,0.0,0.06992340087890625,1710445776.2050183
48,0.0,0.06808781623840332,1710445776.2731118
49,0.0,0.07344460487365723,1710445776.3465657
50,0.0,0.07248854637145996,1710445776.4190612
51,0.0,0.06829380989074707,1710445776.4873624
52,59.0,0.06520318984985352,1710445776.5525725
53,55.0,0.0740659236907959,1710445776.626645
54,50.0,0.0689244270324707,1710445776.6955779
55,49.0,0.0697634220123291,1710445776.765349
56,50.0,0.07235145568847656,1710445776.8377068
57,55.0,0.06770563125610352,1710445776.9054196
58,58.0,0.0711662769317627,1710445776.9765928
59,60.0,0.07236933708190918,1710445777.0489697
60,62.0,0.06887197494506836,1710445777.1178498
61,66.0,0.06853246688842773,1710445777.1863892
62,71.0,0.07078409194946289,1710445777.2571802
63,80.0,0.07067084312438965,1710445777.3278587
64,82.0,0.07241964340209961,1710445777.4002867
65,78.0,0.06607723236083984,1710445777.4663715
66,71.0,0.07139921188354492,1710445777.537778
67,67.0,0.06952762603759766,1710445777.6073153
68,63.0,0.06873869895935059,1710445777.6760602
69,60.0,0.06992244720458984,1710445777.7459924
70,58.0,0.07270240783691406,1710445777.818703
71,58.0,0.0663292407989502,1710445777.8850417
72,56.0,0.07202506065368652,1710445777.9570725
73,56.0,0.06804037094116211,1710445778.02512
74,55.0,0.0721292495727539,1710445778.0972576
75,55.0,0.06943035125732422,1710445778.166697
76,59.0,0.06998586654663086,1710445778.2366912
77,58.0,0.06857872009277344,1710445778.305276
78,58.0,0.06759881973266602,1710445778.3728817
79,56.0,0.0745551586151123,1710445778.447445
80,52.0,0.0702981948852539,1710445778.5177493
81,42.0,0.06670260429382324,1710445778.58446
82,32.0,0.07183313369750977,1710445778.6562998
83,21.0,0.06803107261657715,1710445778.7243373
84,6.0,0.07428836822509766,1710445778.7986343
85,-9.0,0.06819915771484375,1710445778.8668394
86,-20.0,0.06508922576904297,1710445778.9319332
87,-24.0,0.07269501686096191,1710445779.0046349
88,-26.0,0.0736842155456543,1710445779.0783262
